context,k,act0,act1,act2,act3,act4,act5,act6,act7,act8,act9,act10,act11,act12,act13,act14,act15,act16,act17,act18,act19,act20,act21,act22,act23,act24,act25,act26,act27,act28,act29,act30,act31,act32,act33,act34,act35,act36,act37,act38,act39,act40,act41,act42,act43,act44,act45,act46,act47,act48,act49,act50,act51,act52,act53,act54,act55,act56,act57,act58,act59,act60,act61,act62,act63
0,95,-2,0,-1,0,-2,0,0,0,1,-1,0,1,0,0,-1,-1,0,-1,0,1,0,0,-1,-1,-2,0,1,0,0,0,1,0,1,0,-1,0,-1,1,0,-1,0,1,0,0,-1,-1,0,0,0,0,0,0,0,0,-2,0,0,-1,0,-1,0,0,0,0
0,96,0,-1,0,0,0,0,0,0,0,0,0,0,-2,0,0,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
0,97,0,0,2,0,0,2,0,0,0,0,1,0,0,2,0,-1,1,0,0,0,0,0,0,0,0,0,0,3,-1,-1,0,0,0,-1,0,0,0,0,0,-1,0,0,0,1,0,0,-1,0,0,-1,0,0,1,1,0,0,0,1,0,0,0,-1,2,0
0,98,1,-1,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,-1,0,0,0,2,0,0,-1,2,0,0,-3,0,0,0,0,0,0,-1,1,0,0,0,0,-1,1,0,-1,1,-1,0,-1,0,1,1,0,0,-1,0,-1,0,0,0,0
0,99,0,3,-2,0,-1,0,0,0,0,-1,-1,0,0,-1,-1,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,2,0,0,2,0,0,-1,0,0,0,0,0,0,0,1,0,2,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0
0,100,0,0,0,0,0,0,1,1,0,0,-1,1,0,0,-1,0,0,-1,-1,0,0,1,0,0,0,1,0,0,0,-1,0,0,-1,0,0,0,0,0,0,-2,0,0,-2,3,0,0,-1,-1,-1,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,-1
0,101,-1,1,2,0,0,0,0,-1,-1,0,-1,-2,0,2,1,-1,0,0,0,0,0,0,-1,0,0,-1,0,-1,0,-1,1,0,0,1,1,-1,0,-2,0,0,0,0,0,0,0,0,0,0,2,-1,-2,0,0,0,-1,0,1,0,0,0,0,0,0,0
0,102,0,-1,-2,0,0,0,1,0,0,-1,-1,1,0,0,0,0,-1,-1,-1,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,1,1,0,0,0,0,1,-1,0,0,-1,-2,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,-2
0,103,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,-1,-1,1,-2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,1,1,-2,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,2
0,104,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,-1,0,0,-1,0,0,0,0,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,-1,2,0,0,-2,0,0,0,-1,0,-1,-1,1,0
0,105,0,0,1,-2,0,-1,1,0,0,0,-2,-1,-1,2,0,0,0,-1,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,-1,-1,1,1,1,-1
0,106,0,0,-1,0,0,-1,1,0,0,0,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-2,0,0,1,-1,0,0,-1,0,1,0,0,0,0,1,0,0,0,0,-1,0,-2,0,0,0,0,0,0,-2,0,0,-1,0,-1,0,0,1
0,107,0,1,0,0,0,-2,-1,-1,-1,-1,1,0,0,0,0,-1,-1,0,0,-1,-1,-1,0,0,1,0,-1,0,-1,0,0,0,1,0,0,1,1,0,0,0,0,-1,0,0,0,-1,0,0,1,-1,-1,-1,0,0,-1,1,0,0,1,0,1,0,0,-1
0,108,1,0,0,0,0,0,-1,1,0,-1,0,0,0,0,1,-1,0,0,0,1,0,1,0,0,0,-1,0,-1,1,-1,1,1,0,0,-1,0,0,1,-1,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,1,0,0,0
0,109,0,0,0,0,0,1,-1,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,2,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,110,0,0,1,-1,0,-1,0,1,0,1,-1,0,0,1,1,0,-2,0,-1,0,0,0,0,0,0,-2,-1,0,0,0,0,0,1,0,0,-1,-1,0,0,2,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,1,0,-2,-2,0,0
0,111,0,1,0,0,0,0,0,0,0,-1,1,0,1,-1,0,0,-1,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,-1,0,0,0,-1,0,0,0,0,-1,0,0,0,-2,0,-1,0,0,1,0,0,0,0,1,0,0,0,0,-1,-1,0,-1,0
0,112,0,0,0,0,1,1,0,0,0,-1,0,-1,0,1,0,-1,1,1,1,0,-1,0,0,-1,0,1,2,-1,0,0,-1,0,0,0,0,0,0,-2,0,0,0,2,0,0,-1,1,-1,0,0,0,0,0,0,0,-1,0,1,0,-1,0,-1,0,0,0
0,113,0,0,0,0,0,1,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,-1,-1,0,0,0,0,1,0,-1,0,-1,-1
0,114,0,0,-2,0,0,0,0,1,0,0,0,0,0,1,2,-1,1,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,1,-1,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,1,0,1,0,-1,-1,0,0,0
0,115,0,0,0,0,-1,0,0,0,1,0,-1,0,0,-1,0,0,-1,0,-1,0,-1,1,0,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,-1,1,0,0,0,-1
0,116,1,0,0,0,0,-1,0,1,0,0,0,0,0,-1,0,1,1,0,-1,-1,0,0,0,0,2,0,0,0,-1,0,-1,0,-1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,-2,0,-1,0,0,0,0,0,0,0,1,0,-1
0,117,1,0,0,0,0,1,-1,0,0,0,-1,-2,0,-3,0,0,0,0,0,0,0,-1,0,0,3,0,0,1,0,0,0,1,0,0,1,0,0,-3,0,0,-1,-1,0,-1,0,0,-2,0,0,0,1,-2,1,1,0,0,1,-1,0,0,0,0,0,0
0,118,0,0,0,-1,0,1,0,0,0,0,-1,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,-1,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,-1,0,0,0
0,119,-1,0,0,0,1,0,1,0,0,0,-1,0,0,0,1,0,-1,-1,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,-1,0,-1,1,-2,0,2,-1,1,0,0,-1,-1,0,0,0,0,-1,0,-1,0,0,1,0,0,0,-1,0
0,120,0,0,0,0,0,0,1,-2,0,1,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,-1,1,0,1,2,0,1,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,-1,-2,0,-1,2,0,-1,0,0,-1,0,0,2,1,0,0,0,-1
0,121,0,0,0,1,0,1,-1,0,-1,0,-1,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,2,0,-1,0,2,-1,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,1,1,0,0,1,0,0,0,0,0,1,-2,0,0,-1
0,122,0,1,0,-1,1,0,0,0,0,0,-1,1,0,0,0,-1,-1,1,0,0,-1,-2,0,0,0,1,1,-1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,2,0,0,0,0,0,0,0,-2,0,-1,-1,0,0,0
0,123,0,0,0,0,0,0,1,2,0,0,0,1,1,0,-1,1,0,0,0,0,0,0,-1,0,0,0,0,1,2,0,0,2,0,0,0,1,0,0,0,0,1,0,-1,2,0,1,0,0,0,0,-1,1,0,0,-1,0,0,1,0,0,0,-2,0,-1
0,124,-1,0,0,0,2,-2,0,0,1,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,-1,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,1,-1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0
0,125,0,-1,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,0,0,1,0,0,0,-1,1,0,0,-1,0,0,0,0,0,0,1,-1,0,1,-1,0,0,0,0,0,2,-1,-1,0,-1,0,0,-1,0,0,0,0,0
0,126,0,0,-1,0,0,-1,1,0,0,1,0,0,0,-1,0,-1,0,1,0,0,1,1,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,127,1,0,0,1,0,0,-1,0,0,-1,0,0,-2,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,-1,1,2,0,0,1,0,0,2,-2,-1,0,0,0,1,0,0,1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,1,-1,0,-1,0,0
0,128,1,-1,0,0,1,0,0,0,0,0,1,1,-1,0,0,0,0,-1,-2,0,0,0,0,1,1,0,1,0,1,-2,0,0,0,0,0,-1,0,1,-2,0,0,0,1,0,-1,1,0,0,0,2,2,0,0,1,0,0,0,-1,0,0,0,0,0,0
0,129,0,0,0,0,0,0,0,0,1,1,0,-1,0,0,0,-1,0,0,0,0,0,1,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,-1,0,0,0,0,0,0,0
0,130,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,1,0,1,2,0,1,1,-1,0,0,0,0,0,1,0,-1,1,1,1,0,0,0,0,-1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
0,131,0,0,0,1,-2,0,1,0,-1,1,1,2,0,2,0,-1,0,0,-1,0,0,0,-1,0,1,1,-1,-1,0,1,0,0,-1,-1,-1,-1,0,0,-2,0,1,0,-2,-1,0,0,0,0,-1,0,0,0,1,2,-2,0,0,0,0,1,1,0,0,1
0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,-1,-1,0,0,-2,0,-1,0,0,0,0,3,-2,0,0,0,0,0,0,0,0,1,0,0,0,1,-1,-1,0,-1,0,1,1,0,-1,0,0,1,-1,0,0,0,0,0,0,0,0,0
0,133,1,-1,0,1,1,0,-2,0,0,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,-1,1,0,0,2,0,1,0,-1,0,0,0,0,0,0,1,-1,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,-2,0,1,-1,0,0
0,134,-1,0,0,-1,0,0,1,0,0,0,1,0,0,0,0,-1,1,0,0,0,0,0,0,0,-1,-1,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,-1,1,0,0,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,-2,-1
0,135,0,0,0,1,-1,0,0,0,-1,-1,0,0,0,1,0,0,-1,0,0,0,0,-1,0,-1,0,0,0,-1,0,0,0,0,0,0,2,0,0,0,0,0,-1,0,0,1,1,0,1,2,0,0,0,0,-1,1,-1,1,1,0,0,0,-1,0,0,0
0,136,-3,0,0,0,0,0,-1,-1,0,0,0,0,2,0,-1,-1,0,0,1,0,0,0,0,0,1,1,0,0,-1,0,0,1,0,-1,0,0,0,-1,0,0,0,2,1,-1,-1,0,0,-1,0,-2,0,0,0,0,1,1,0,1,0,0,0,0,0,0
0,137,0,1,0,-1,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,1,0,1,0,-1,0,0,2,0,0,0,-2,-1,0,0,-1,0,0,0,1,0,0,1,0,0,0,-1,-2,1,0,1,0,-1,0,0,1,0,0,0,0,-1,0,0
0,138,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,1,0,-1,0,-2,-1,-1,0,0,0,0,0,-1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0
0,139,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,-1,0,0,1,1,0,0,0,2,-1,0,0,1,-1,-1,0,0,0,0,1,2,1,-1,0,0,-1,0,-1,0,-1,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,0,1,0,0
0,140,-1,1,0,0,1,0,-1,-1,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,-1,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,-1,0,2,0,0,0,1,0,1,1,1,0,0,0,0
0,141,2,0,0,0,1,1,0,-2,0,0,1,1,0,1,0,1,2,1,0,0,1,0,0,1,0,0,0,0,-2,-1,-1,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,-2,-2,1,0,0
0,142,0,0,0,0,0,0,0,1,0,0,1,0,0,-1,0,0,-1,0,1,-2,0,0,0,1,1,0,0,1,0,0,0,0,1,-1,0,-1,-1,-1,0,0,-1,-1,1,0,0,1,0,-1,-1,0,0,0,0,-1,0,0,2,1,0,0,-2,0,0,0
0,143,-2,0,0,0,0,-1,-1,0,0,-1,0,0,0,0,2,0,2,2,0,0,0,-1,-1,0,0,1,-1,1,0,0,0,0,1,0,-1,0,0,-1,0,1,-1,-1,0,0,0,0,0,1,0,0,1,0,-1,1,0,0,0,0,0,-1,0,0,0,1
0,144,-1,1,0,0,0,0,0,0,1,1,0,-1,1,-1,-1,0,0,-2,0,0,0,0,1,0,0,-1,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,-1,0,1,1,0,0,0,0,-1,0,-1,0,0,0,-1,0,1,2,0,0,0,0,0,0
0,145,0,0,-1,0,0,1,-1,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,-1,2,1,1,2,0,1,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,-1,0,1,0,0,1,-1,0,0,0
0,146,0,0,0,0,0,1,0,0,2,-1,0,0,1,-1,-1,-1,0,-1,0,1,-1,0,0,0,1,1,-2,-2,-1,0,0,0,-1,0,2,0,-1,-1,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,-2,0,0,-1,-1,1,0,0,0,-1,3,0
0,147,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,1,-1,0,0,-1,1,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,-1,1,1,0,-1,0,0,0,1,0,-1,0,0,0,1,-1,0,0,0,0,0,-2,0,0,0
0,148,0,0,1,-1,0,1,-1,0,0,1,0,0,0,-1,0,0,1,1,0,2,0,-2,0,-1,0,0,0,0,0,1,1,0,-1,-1,1,0,0,0,1,-2,1,0,1,0,0,0,0,0,-2,0,0,0,0,0,0,-1,0,1,0,0,1,0,1,0
0,149,0,0,1,1,0,-1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,-1,0,0,0,-2,1,0,-2,0,-1,0,-1,0,-1,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,1,0,0,-1,1,0,-1
0,150,0,0,0,0,1,-2,0,-2,0,0,0,0,1,-1,1,2,0,0,-1,0,0,0,0,1,0,1,0,0,0,-1,0,2,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
0,151,0,0,0,0,0,1,1,0,1,-1,1,2,0,1,1,0,0,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,1,1,0,-1,0,0,-1,0,1,0,0,0,1,2,0,0,0,1,0,0,0,1,-1,0
0,152,-2,-1,0,0,0,0,0,0,2,0,0,0,0,-2,0,1,0,0,0,0,0,0,0,-3,1,0,0,0,2,0,-1,2,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-2,0,0,0,0,-1,0,1,1,0
0,153,0,0,0,0,0,0,-2,0,-1,1,0,0,0,0,-1,0,1,0,1,0,0,-1,0,0,0,0,2,0,0,0,1,0,-1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,-1,1,0,1,-1,0,0,0,0,0,0
0,154,0,1,0,-1,0,-1,0,0,0,-1,0,1,0,0,-1,0,0,0,-1,-1,1,1,0,0,-1,0,-1,0,0,0,0,0,0,0,-1,0,0,-1,0,1,-2,0,1,0,0,-1,0,0,0,0,1,1,0,0,-1,0,1,0,-1,0,0,-1,0,2
0,155,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,1,0,1,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0
0,156,0,0,0,1,1,1,0,0,0,-1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,2,0,0,0,2,0,-1,0,0,0,0,0,0,-1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
0,157,-1,0,0,0,0,-1,0,0,1,0,0,-1,1,-2,0,1,-1,0,1,0,-1,0,0,0,2,0,-1,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,-1,1,0,0,0,1,0,-1,0,1,0,3,0,0,0,0,0,-1,-1,0,0,1,0
0,158,-1,0,0,0,0,1,0,0,-1,0,-1,0,0,0,0,0,0,0,-1,0,1,1,0,0,0,0,-1,0,0,0,-2,0,0,0,0,0,1,1,0,-1,0,0,0,-2,0,0,-1,0,0,0,0,-1,0,0,-1,0,0,1,1,-1,0,-1,0,0
0,159,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,2,0,0,0,2,-1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,-1,0,-1,2,0,1,0,0,0,0,1,0,2,0,0,0,2,0,0,0,0,0,-1
0,160,0,1,0,0,0,0,0,-1,-1,0,0,-1,0,0,-1,-1,0,0,-1,1,0,0,0,-1,0,0,1,0,0,-2,0,-1,0,-2,0,1,0,0,0,2,-2,0,0,1,0,1,0,-1,0,0,2,0,0,0,0,-1,-1,0,0,0,0,0,0,0
0,161,0,0,1,0,0,0,2,0,0,-1,0,1,1,0,0,0,-1,0,0,1,-1,0,0,0,-1,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,-1,-1,1,0,-1,0,0,0,0,-1,-2,0,-1,0,0,0,1
0,162,1,0,0,0,0,1,-1,0,0,0,2,-1,0,0,0,0,0,0,0,0,-2,-1,0,-1,0,-1,1,-1,1,0,-1,-1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-1,2,0,0,0,0,0,0,0,1,1,1,0,0,-1,0,0,-1
0,163,0,0,0,-1,0,-1,-1,0,1,-1,-1,0,0,1,0,0,1,0,0,1,1,0,1,-1,-1,0,0,-1,0,0,0,0,0,1,0,2,0,-1,-1,0,-1,0,0,0,0,1,0,-2,0,1,0,0,0,1,0,0,-2,0,0,0,1,0,-2,0
0,164,1,0,0,1,0,-1,1,0,0,0,1,0,1,0,0,1,0,1,0,-1,0,0,0,0,-1,0,0,0,1,-2,-1,1,0,0,0,1,0,0,-1,1,0,0,1,0,0,0,0,1,0,0,-2,-1,0,0,0,0,-1,1,0,0,0,0,0,0
0,165,0,1,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,1,-2,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,1,0
0,166,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,2,-1,0,1,0,0,-1,0,1,-1,1,0,0,-1,0,0,-1,0,0,0,-1,0,0,0,-1,-1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,-2,0,0
0,167,1,0,0,0,-2,-1,-1,0,1,1,0,-1,0,0,0,1,0,0,0,-1,0,1,0,-1,0,0,0,1,0,-2,0,0,0,-1,0,0,-1,0,0,1,0,1,-1,0,0,0,1,0,0,-1,-1,0,0,-1,0,-2,0,0,1,0,0,0,-1,0
0,168,0,1,0,0,-1,1,-1,-1,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,-1,2,-1,0,-1,0,1,0,0,0,0,0,-1,0,-1,-2,0,0,0,-1,0,-1,0,0,-1,1,-2,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,169,0,-1,0,0,0,-1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,-1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,2,0,0,0,1,0,0,1,0,-1,0,0,0,0,0,0,0
0,170,0,-1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,-1,2,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,1,1,0,-1,1,0,-2,0,1,1,0
0,171,0,0,-2,0,-1,-2,0,0,0,-1,0,0,0,1,0,0,0,0,0,-2,-1,1,0,-1,0,0,-1,0,0,0,-1,-1,-1,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,1,-1,0,1,1,0,0,0,0,0,0,0,0
0,172,-1,0,0,-1,0,0,0,0,0,0,-1,1,0,0,0,1,0,-2,1,-1,0,0,0,0,0,0,0,0,-1,0,0,-1,0,1,0,0,0,1,1,0,0,0,-1,0,0,0,0,2,0,1,0,0,2,1,3,0,0,1,-1,-1,0,-1,0,0
0,173,0,0,0,0,0,0,0,1,1,0,-1,1,0,0,0,0,1,0,0,0,0,0,-1,2,0,-1,-1,1,1,0,0,-1,1,0,0,0,-1,0,0,1,0,-1,-1,1,0,0,0,1,0,1,-1,0,-1,-1,-1,0,0,1,0,-2,0,1,0,1
0,174,0,0,0,0,1,0,0,0,0,0,1,0,-2,0,0,-1,0,0,-1,0,0,0,0,-1,2,0,0,0,0,-1,0,-1,0,1,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,1,0,0,0,0,0,1,0
0,175,-1,1,0,0,-1,0,0,0,0,0,-1,0,-1,0,0,-1,1,0,0,-1,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-1,0,0,0,0,0,2,1,-1,-1,0,0,0,0,1,0
0,176,1,0,0,0,0,-1,1,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,-1,0,0,0,0,-2,0,0,-1,0,0,0,0,0,0,0,0,1,2,1,0,0,1,1,0,0,0,1,0,0,0,1,0,-1,0,0,-1,0,0
0,177,0,1,-1,0,0,0,0,0,1,0,1,-1,0,-1,0,0,0,-2,0,-1,-1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0,178,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,-1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,-2,-1,0,1,0,-1,0,0,1,-1,-1,0,0,0,0,0,0,0,0,0,-1
0,179,0,1,-2,0,1,0,0,0,0,1,-1,0,0,1,-1,0,-1,0,0,0,1,-1,0,0,1,0,0,-1,0,1,-1,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,-1,-1,0,-1,1,0,0,0,0,0,0,0,-1
0,180,0,0,1,1,2,0,-1,0,0,0,1,0,-1,-1,0,0,0,0,-3,-2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,-1,2,2,1,0,-1,0,0,0,1,-1,0,-2,0,0,0,0,0,0,-1
0,181,-1,0,0,0,0,1,0,1,0,0,0,0,0,-2,1,0,0,-2,0,0,0,-2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,-1,0,0,0,0,-1,0,0,-2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,-1,0
0,182,0,1,1,0,0,-1,0,1,0,0,0,0,0,1,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,1,-2,-1,2,0,0,2,-1,0,0,0,0,1,0,1,0,-1,0,1,0,1
0,183,2,1,0,0,-1,1,0,0,0,1,-1,0,0,0,0,1,0,-2,0,0,-2,1,1,0,0,0,0,0,0,0,0,0,-2,0,-1,0,0,0,0,0,0,-1,0,0,0,-1,0,0,-1,1,-1,0,0,-1,0,0,0,-1,0,0,-1,0,1,2
0,184,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-2,0,1,0,0,0,0,-1,0,0,-1,0,-1,-2,1,-1,0,0,-1,-1,0,0,0,0,0,-1,0,0,1,1,0,0,-1,0,1,0,0,0,0,0,0,0,-1,1,0,0,0
0,185,0,0,-2,0,0,-1,-1,0,0,-3,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,-1,1,-2,0,0,1,0,0,0,0,-2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-2,0,0,1,-1,0
0,186,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,2,0,-1,0,0,-1,0,-2,0,0,-1,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,-1,-1,0,-1,0
0,187,0,0,0,0,0,0,0,0,0,0,1,1,1,0,-1,-1,1,1,0,0,1,0,-1,0,0,0,0,0,0,0,0,-1,-1,0,0,-1,0,0,1,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
0,188,0,-1,-1,0,0,-1,0,0,0,1,1,0,0,-1,0,0,0,1,0,1,0,0,2,0,0,0,0,1,0,0,1,0,-1,0,1,0,1,-1,0,0,0,0,-1,0,0,1,-1,-1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,-1,0
0,189,0,0,0,0,0,0,0,0,-1,1,0,0,1,0,0,-2,-1,0,0,0,-2,0,0,0,1,0,1,0,1,0,0,1,-2,0,1,0,0,1,0,0,1,1,0,0,-1,1,0,0,0,0,0,1,1,0,0,-1,0,0,0,1,0,0,1,1
0,190,-1,1,0,0,0,0,0,-1,-1,0,1,0,0,-1,1,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,2,0,-1,0,0,1,1,0,-1,0,1,-1,0,0,0,0,-1,0,0,0,0,0,0,-1,0,1,0,-1,0,0
