count,context,act0,act1,act2,act3,act4,act5,act6,act7,act8,act9,act10,act11,act12,act13,act14,act15,act16,act17,act18,act19,act20,act21,act22,act23,act24,act25,act26,act27,act28,act29,act30,act31,act32,act33,act34,act35,act36,act37,act38,act39,act40,act41,act42,act43,act44,act45,act46,act47,act48,act49,act50,act51,act52,act53,act54,act55,act56,act57,act58,act59,act60,act61,act62,act63,wei0,wei1,wei2,wei3,wei4,wei5,wei6,wei7,wei8,wei9,wei10,wei11,wei12,wei13,wei14,wei15,wei16,wei17,wei18,wei19,wei20,wei21,wei22,wei23,wei24,wei25,wei26,wei27,wei28,wei29,wei30,wei31,wei32,wei33,wei34,wei35,wei36,wei37,wei38,wei39,wei40,wei41,wei42,wei43,wei44,wei45,wei46,wei47,wei48,wei49,wei50,wei51,wei52,wei53,wei54,wei55,wei56,wei57,wei58,wei59,wei60,wei61,wei62,wei63
112,0,0.0108871,0.860352,-0.451172,0.283691,1.53711,1.46875,-0.715332,-1.35254,0.569824,-0.857422,2.70898,-1.44238,-0.0560303,-0.639648,0.862305,0.695801,-1.16699,1.29297,0.948242,0.280029,-0.791016,-0.284668,-0.40332,-0.315918,-1.14355,0.552734,-1.15625,1.49414,0.628418,-2.16406,0.60791,0.637695,-1.41113,0.754395,1.97949,1.93262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.506836,0.414551,0.818359,0.586914,1.48828,1.96094,1.41797,0.890625,-0.337158,-1.90039,-0.156128,-1.17383,0.64502,-0.00324821,-1.4707,-0.227539,-0.337891,1.46094,-0.21875,-0.0697021,0.680664,0.54541,2.25,0.636719,0.280273,-1.38672,-1.10449,1.06445,1.06445,0.994629,0.851562,0.606934,0.943848,-1.25977,-0.0427856,-1.7334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,0,0.0108871,0.860352,-0.451172,0.283691,1.53711,1.46875,-0.715332,-1.35254,0.569824,-0.857422,2.70898,-1.44238,-0.0560303,-0.639648,0.862305,0.695801,-1.16699,1.29297,0.948242,0.280029,-0.791016,-0.284668,-0.40332,-0.315918,-1.14355,0.552734,-1.15625,1.49414,0.628418,-2.16406,0.60791,0.637695,-1.41113,0.754395,1.97949,1.93262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.506836,0.414551,0.818359,0.586914,1.48828,1.96094,1.41797,0.890625,-0.337158,-1.90039,-0.156128,-1.17383,0.64502,-0.00324821,-1.4707,-0.227539,-0.337891,1.46094,-0.21875,-0.0697021,0.680664,0.54541,2.25,0.636719,0.280273,-1.38672,-1.10449,1.06445,1.06445,0.994629,0.851562,0.606934,0.943848,-1.25977,-0.0427856,-1.7334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,0,-0.179688,-0.101135,-2.28125,0.362305,-0.116455,-0.139526,-2.05078,0.125488,-0.555176,-0.603027,-0.0887451,-0.175903,-0.240234,-0.245117,0.159058,-1.4082,-1.11426,-0.0131531,1.25293,-1.02148,-1.45312,0.409912,0.739258,-0.643066,-0.551758,2.1875,-0.631348,-2.11914,-0.464355,-0.43335,0.70459,0.314209,-0.333984,2.2793,1.17383,1.25,0.935059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.541016,-0.816895,1.20801,-0.828125,-0.487061,-1.2627,-0.275879,0.935547,0.0176392,-0.111389,-1.21387,2.47656,-0.960938,0.713867,-2.4375,0.598145,0.966797,1.08691,0.0154419,0.94873,0.365479,-0.444092,-1.08496,-1.43945,-2.09766,-1.63184,0.773438,-2.03125,1.06152,-0.60791,0.956055,-1.02734,0.137207,-1.10547,1.50098,-0.365234,-1.7334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,0,-0.179688,-0.101135,-2.28125,0.362305,-0.116455,-0.139526,-2.05078,0.125488,-0.555176,-0.603027,-0.0887451,-0.175903,-0.240234,-0.245117,0.159058,-1.4082,-1.11426,-0.0131531,1.25293,-1.02148,-1.45312,0.409912,0.739258,-0.643066,-0.551758,2.1875,-0.631348,-2.11914,-0.464355,-0.43335,0.70459,0.314209,-0.333984,2.2793,1.17383,1.25,0.935059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.541016,-0.816895,1.20801,-0.828125,-0.487061,-1.2627,-0.275879,0.935547,0.0176392,-0.111389,-1.21387,2.47656,-0.960938,0.713867,-2.4375,0.598145,0.966797,1.08691,0.0154419,0.94873,0.365479,-0.444092,-1.08496,-1.43945,-2.09766,-1.63184,0.773438,-2.03125,1.06152,-0.60791,0.956055,-1.02734,0.137207,-1.10547,1.50098,-0.365234,-1.7334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,0,-0.179688,-0.101135,-2.28125,0.362305,-0.116455,-0.139526,-2.05078,0.125488,-0.555176,-0.603027,-0.0887451,-0.175903,-0.240234,-0.245117,0.159058,-1.4082,-1.11426,-0.0131531,1.25293,-1.02148,-1.45312,0.409912,0.739258,-0.643066,-0.551758,2.1875,-0.631348,-2.11914,-0.464355,-0.43335,0.70459,0.314209,-0.333984,2.2793,1.17383,1.25,0.935059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.541016,-0.816895,1.20801,-0.828125,-0.487061,-1.2627,-0.275879,0.935547,0.0176392,-0.111389,-1.21387,2.47656,-0.960938,0.713867,-2.4375,0.598145,0.966797,1.08691,0.0154419,0.94873,0.365479,-0.444092,-1.08496,-1.43945,-2.09766,-1.63184,0.773438,-2.03125,1.06152,-0.60791,0.956055,-1.02734,0.137207,-1.10547,1.50098,-0.365234,-1.7334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,0,0.138794,0.375488,-1.08691,0.539551,-1.02051,-0.197876,1.5957,-0.848633,-0.183228,-1.29395,-0.583984,-0.725098,-0.904297,2.45703,-0.236816,-0.0083847,-0.493652,0.425537,0.107483,0.914551,-1.66113,0.470215,-1.84375,-1.06445,0.334961,2.14844,0.114441,0.41626,0.0276642,0.320557,-1.69141,-0.0550537,0.0183716,-0.719238,1.61719,1.01074,-0.125977,0.98877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00665283,0.244507,1.41992,-0.646484,-0.309082,-1.33398,-0.255371,1.06055,-0.9375,-0.946777,-0.549316,-0.583008,-0.76709,-0.0976562,-0.815918,0.24353,-1.53809,-0.220825,0.748535,2.01172,-0.273193,1.04004,0.207275,-0.37207,1.43945,-0.830078,-0.65332,0.197876,0.221924,2.05078,-1.12988,-1.19824,-1.94141,1.3125,-0.257568,1.80859,-0.935059,-1.7334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,0,0.138794,0.375488,-1.08691,0.539551,-1.02051,-0.197876,1.5957,-0.848633,-0.183228,-1.29395,-0.583984,-0.725098,-0.904297,2.45703,-0.236816,-0.0083847,-0.493652,0.425537,0.107483,0.914551,-1.66113,0.470215,-1.84375,-1.06445,0.334961,2.14844,0.114441,0.41626,0.0276642,0.320557,-1.69141,-0.0550537,0.0183716,-0.719238,1.61719,1.01074,-0.125977,0.98877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00665283,0.244507,1.41992,-0.646484,-0.309082,-1.33398,-0.255371,1.06055,-0.9375,-0.946777,-0.549316,-0.583008,-0.76709,-0.0976562,-0.815918,0.24353,-1.53809,-0.220825,0.748535,2.01172,-0.273193,1.04004,0.207275,-0.37207,1.43945,-0.830078,-0.65332,0.197876,0.221924,2.05078,-1.12988,-1.19824,-1.94141,1.3125,-0.257568,1.80859,-0.935059,-1.7334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,0,0.138794,0.375488,-1.08691,0.539551,-1.02051,-0.197876,1.5957,-0.848633,-0.183228,-1.29395,-0.583984,-0.725098,-0.904297,2.45703,-0.236816,-0.0083847,-0.493652,0.425537,0.107483,0.914551,-1.66113,0.470215,-1.84375,-1.06445,0.334961,2.14844,0.114441,0.41626,0.0276642,0.320557,-1.69141,-0.0550537,0.0183716,-0.719238,1.61719,1.01074,-0.125977,0.98877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00665283,0.244507,1.41992,-0.646484,-0.309082,-1.33398,-0.255371,1.06055,-0.9375,-0.946777,-0.549316,-0.583008,-0.76709,-0.0976562,-0.815918,0.24353,-1.53809,-0.220825,0.748535,2.01172,-0.273193,1.04004,0.207275,-0.37207,1.43945,-0.830078,-0.65332,0.197876,0.221924,2.05078,-1.12988,-1.19824,-1.94141,1.3125,-0.257568,1.80859,-0.935059,-1.7334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,0,-1.22656,0.503906,-1.64453,-0.695801,0.334473,-0.326416,-0.11908,-1.62695,-1.11914,-0.0910645,-0.565918,0.781738,-1.74609,-0.653809,0.678223,0.000238419,-2.33008,0.402832,-0.347412,-1.3252,-1.28809,1.19727,-0.0125198,-1.90332,1.17969,0.160034,-0.511719,1.47949,-0.6875,0.428467,0.191528,-0.532227,0.60498,0.834961,-1.3125,-1.04492,0.710449,-0.573242,0.428711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.604492,1.56738,-0.154053,1.09766,-1.65625,-0.736816,-0.537109,0.0494995,-2.1582,-1.16602,-1.17676,-0.240479,-0.0328369,-0.384277,0.396484,-0.712402,-0.88916,2.0625,-1.08008,0.593262,1.26953,0.975586,-0.718262,-0.335205,-0.0532227,-0.687988,0.126953,1.24805,0.587402,0.596191,-0.862305,0.413574,-1.2334,-0.00573349,0.697754,0.647949,-1.62598,2.19922,-1.7334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,0,-1.22656,0.503906,-1.64453,-0.695801,0.334473,-0.326416,-0.11908,-1.62695,-1.11914,-0.0910645,-0.565918,0.781738,-1.74609,-0.653809,0.678223,0.000238419,-2.33008,0.402832,-0.347412,-1.3252,-1.28809,1.19727,-0.0125198,-1.90332,1.17969,0.160034,-0.511719,1.47949,-0.6875,0.428467,0.191528,-0.532227,0.60498,0.834961,-1.3125,-1.04492,0.710449,-0.573242,0.428711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.604492,1.56738,-0.154053,1.09766,-1.65625,-0.736816,-0.537109,0.0494995,-2.1582,-1.16602,-1.17676,-0.240479,-0.0328369,-0.384277,0.396484,-0.712402,-0.88916,2.0625,-1.08008,0.593262,1.26953,0.975586,-0.718262,-0.335205,-0.0532227,-0.687988,0.126953,1.24805,0.587402,0.596191,-0.862305,0.413574,-1.2334,-0.00573349,0.697754,0.647949,-1.62598,2.19922,-1.7334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,0,-1.22656,0.503906,-1.64453,-0.695801,0.334473,-0.326416,-0.11908,-1.62695,-1.11914,-0.0910645,-0.565918,0.781738,-1.74609,-0.653809,0.678223,0.000238419,-2.33008,0.402832,-0.347412,-1.3252,-1.28809,1.19727,-0.0125198,-1.90332,1.17969,0.160034,-0.511719,1.47949,-0.6875,0.428467,0.191528,-0.532227,0.60498,0.834961,-1.3125,-1.04492,0.710449,-0.573242,0.428711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.604492,1.56738,-0.154053,1.09766,-1.65625,-0.736816,-0.537109,0.0494995,-2.1582,-1.16602,-1.17676,-0.240479,-0.0328369,-0.384277,0.396484,-0.712402,-0.88916,2.0625,-1.08008,0.593262,1.26953,0.975586,-0.718262,-0.335205,-0.0532227,-0.687988,0.126953,1.24805,0.587402,0.596191,-0.862305,0.413574,-1.2334,-0.00573349,0.697754,0.647949,-1.62598,2.19922,-1.7334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,0,-0.443604,-0.618164,-2.0293,-0.543945,-0.125732,0.371826,-2.58398,-1.20215,-0.570312,-1.10938,-0.445068,0.190918,-0.563965,0.165649,0.154419,0.829102,-0.563965,-1.14648,-0.132446,1.5,0.471191,-0.248413,0.729004,0.786621,-0.680664,-0.79541,0.0700684,0.80127,0.275391,-0.440674,1.08008,0.164673,1.3623,0.275391,0.770508,0.470703,-1.4248,-0.904785,0.936523,-1.20801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.134521,-0.179688,-1.23828,-1.68945,0.407715,0.527344,0.682617,-0.136963,0.0784912,-0.533203,0.860352,-0.238281,-1.2373,-0.384033,0.313232,-1.0127,1.24805,0.589355,0.866211,0.164551,-0.766602,-0.920898,0.98584,-1.24707,0.410889,-0.577637,-1.25488,-0.171387,-0.216187,-0.644043,-0.527344,-1.54688,1.00195,1.23828,-0.655273,-1.02832,-0.404297,2.77148,-0.494873,-1.7334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,0,-0.443604,-0.618164,-2.0293,-0.543945,-0.125732,0.371826,-2.58398,-1.20215,-0.570312,-1.10938,-0.445068,0.190918,-0.563965,0.165649,0.154419,0.829102,-0.563965,-1.14648,-0.132446,1.5,0.471191,-0.248413,0.729004,0.786621,-0.680664,-0.79541,0.0700684,0.80127,0.275391,-0.440674,1.08008,0.164673,1.3623,0.275391,0.770508,0.470703,-1.4248,-0.904785,0.936523,-1.20801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.134521,-0.179688,-1.23828,-1.68945,0.407715,0.527344,0.682617,-0.136963,0.0784912,-0.533203,0.860352,-0.238281,-1.2373,-0.384033,0.313232,-1.0127,1.24805,0.589355,0.866211,0.164551,-0.766602,-0.920898,0.98584,-1.24707,0.410889,-0.577637,-1.25488,-0.171387,-0.216187,-0.644043,-0.527344,-1.54688,1.00195,1.23828,-0.655273,-1.02832,-0.404297,2.77148,-0.494873,-1.7334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,0,-0.443604,-0.618164,-2.0293,-0.543945,-0.125732,0.371826,-2.58398,-1.20215,-0.570312,-1.10938,-0.445068,0.190918,-0.563965,0.165649,0.154419,0.829102,-0.563965,-1.14648,-0.132446,1.5,0.471191,-0.248413,0.729004,0.786621,-0.680664,-0.79541,0.0700684,0.80127,0.275391,-0.440674,1.08008,0.164673,1.3623,0.275391,0.770508,0.470703,-1.4248,-0.904785,0.936523,-1.20801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.134521,-0.179688,-1.23828,-1.68945,0.407715,0.527344,0.682617,-0.136963,0.0784912,-0.533203,0.860352,-0.238281,-1.2373,-0.384033,0.313232,-1.0127,1.24805,0.589355,0.866211,0.164551,-0.766602,-0.920898,0.98584,-1.24707,0.410889,-0.577637,-1.25488,-0.171387,-0.216187,-0.644043,-0.527344,-1.54688,1.00195,1.23828,-0.655273,-1.02832,-0.404297,2.77148,-0.494873,-1.7334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,0,-0.111694,0.16394,2.00781,0.442871,0.372314,1.78906,-0.42749,-0.468994,0.92334,0.492676,0.986328,-1.50488,-1.37793,-0.549316,0.385742,-0.338379,-0.858887,0.688477,0.783691,-0.689453,0.240967,-0.20459,-0.255371,0.502441,1.53516,0.333496,0.881836,-2.1875,-0.749023,-2.09375,0.983398,-1.70801,0.384766,-0.0451355,-1.66699,-0.692871,-0.503418,-1.15039,0.920898,0.398926,-0.714355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.14551,-0.591309,-0.873535,0.389404,0.600586,-0.116577,2.43555,-0.790039,0.203735,-0.878906,0.805176,1.92285,-1.51465,-1.91113,0.471191,1.70996,2.03906,0.754883,-0.192871,0.119812,-1.10742,-0.491699,-0.994629,0.0982666,-0.708496,0.116821,0.197021,1.25,0.893066,1.40918,-0.114319,-0.593262,-1.5791,-0.247192,-0.13855,0.408447,0.720215,0.197388,2.56836,1.63184,-1.7334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,0,-0.111694,0.16394,2.00781,0.442871,0.372314,1.78906,-0.42749,-0.468994,0.92334,0.492676,0.986328,-1.50488,-1.37793,-0.549316,0.385742,-0.338379,-0.858887,0.688477,0.783691,-0.689453,0.240967,-0.20459,-0.255371,0.502441,1.53516,0.333496,0.881836,-2.1875,-0.749023,-2.09375,0.983398,-1.70801,0.384766,-0.0451355,-1.66699,-0.692871,-0.503418,-1.15039,0.920898,0.398926,-0.714355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.14551,-0.591309,-0.873535,0.389404,0.600586,-0.116577,2.43555,-0.790039,0.203735,-0.878906,0.805176,1.92285,-1.51465,-1.91113,0.471191,1.70996,2.03906,0.754883,-0.192871,0.119812,-1.10742,-0.491699,-0.994629,0.0982666,-0.708496,0.116821,0.197021,1.25,0.893066,1.40918,-0.114319,-0.593262,-1.5791,-0.247192,-0.13855,0.408447,0.720215,0.197388,2.56836,1.63184,-1.7334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,0,-0.111694,0.16394,2.00781,0.442871,0.372314,1.78906,-0.42749,-0.468994,0.92334,0.492676,0.986328,-1.50488,-1.37793,-0.549316,0.385742,-0.338379,-0.858887,0.688477,0.783691,-0.689453,0.240967,-0.20459,-0.255371,0.502441,1.53516,0.333496,0.881836,-2.1875,-0.749023,-2.09375,0.983398,-1.70801,0.384766,-0.0451355,-1.66699,-0.692871,-0.503418,-1.15039,0.920898,0.398926,-0.714355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.14551,-0.591309,-0.873535,0.389404,0.600586,-0.116577,2.43555,-0.790039,0.203735,-0.878906,0.805176,1.92285,-1.51465,-1.91113,0.471191,1.70996,2.03906,0.754883,-0.192871,0.119812,-1.10742,-0.491699,-0.994629,0.0982666,-0.708496,0.116821,0.197021,1.25,0.893066,1.40918,-0.114319,-0.593262,-1.5791,-0.247192,-0.13855,0.408447,0.720215,0.197388,2.56836,1.63184,-1.7334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,0,-1.11621,-0.330322,-0.104614,-0.149536,-0.49707,1.16309,0.961914,0.0892944,0.130859,-0.278809,-0.19104,-0.350342,-1.3584,-0.52002,0.0834351,-1.12793,-1.39648,-1.29199,0.223633,-1.14062,0.398682,-1.92871,0.796387,-0.77832,-0.0983887,-0.380615,-1.10938,1.25977,0.210938,-0.617188,-1.07617,0.0204315,1.65039,-0.0589294,1.12305,0.228394,-1.45801,1.58398,-1.05469,-1.60352,0.861816,0.671387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.866699,-1.44141,-0.249268,0.423584,-1.08496,0.428955,1.00195,-0.146118,-1.89746,0.183716,-0.481689,-1.19141,0.194702,-0.886719,0.298828,-1.36719,0.104248,0.227051,-0.506348,-2.62109,0.548828,-1.53906,0.950684,0.331787,-0.837402,0.754395,0.278809,-0.859375,1.04297,0.289551,1.36133,-1.28027,1.30371,-0.0640259,0.192749,1.73828,-1.48047,0.205566,0.494629,0.555176,0.104004,-1.7334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,0,-1.11621,-0.330322,-0.104614,-0.149536,-0.49707,1.16309,0.961914,0.0892944,0.130859,-0.278809,-0.19104,-0.350342,-1.3584,-0.52002,0.0834351,-1.12793,-1.39648,-1.29199,0.223633,-1.14062,0.398682,-1.92871,0.796387,-0.77832,-0.0983887,-0.380615,-1.10938,1.25977,0.210938,-0.617188,-1.07617,0.0204315,1.65039,-0.0589294,1.12305,0.228394,-1.45801,1.58398,-1.05469,-1.60352,0.861816,0.671387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.866699,-1.44141,-0.249268,0.423584,-1.08496,0.428955,1.00195,-0.146118,-1.89746,0.183716,-0.481689,-1.19141,0.194702,-0.886719,0.298828,-1.36719,0.104248,0.227051,-0.506348,-2.62109,0.548828,-1.53906,0.950684,0.331787,-0.837402,0.754395,0.278809,-0.859375,1.04297,0.289551,1.36133,-1.28027,1.30371,-0.0640259,0.192749,1.73828,-1.48047,0.205566,0.494629,0.555176,0.104004,-1.7334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,0,-1.11621,-0.330322,-0.104614,-0.149536,-0.49707,1.16309,0.961914,0.0892944,0.130859,-0.278809,-0.19104,-0.350342,-1.3584,-0.52002,0.0834351,-1.12793,-1.39648,-1.29199,0.223633,-1.14062,0.398682,-1.92871,0.796387,-0.77832,-0.0983887,-0.380615,-1.10938,1.25977,0.210938,-0.617188,-1.07617,0.0204315,1.65039,-0.0589294,1.12305,0.228394,-1.45801,1.58398,-1.05469,-1.60352,0.861816,0.671387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.866699,-1.44141,-0.249268,0.423584,-1.08496,0.428955,1.00195,-0.146118,-1.89746,0.183716,-0.481689,-1.19141,0.194702,-0.886719,0.298828,-1.36719,0.104248,0.227051,-0.506348,-2.62109,0.548828,-1.53906,0.950684,0.331787,-0.837402,0.754395,0.278809,-0.859375,1.04297,0.289551,1.36133,-1.28027,1.30371,-0.0640259,0.192749,1.73828,-1.48047,0.205566,0.494629,0.555176,0.104004,-1.7334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,0,-1.83398,0.716797,0.946289,-1.66016,0.267578,0.0825806,-0.13916,-0.567383,-0.0726929,-0.0280762,0.223999,0.0866699,-0.793457,-0.521973,1.13965,1.45605,-1.14062,0.171509,-1.53809,2.25195,-0.831055,0.787598,-1.38672,0.299805,-1.03027,-0.94873,-1.20801,-0.741699,-0.416992,1.24219,-0.403809,-0.763672,0.246826,0.580566,0.26123,-1.22754,-1.11621,0.0436096,1.24707,-0.384033,0.563965,0.40332,-2.03906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.485352,-0.123535,-1.33594,-0.102234,0.126587,-0.97168,0.471924,0.059967,-0.822754,-0.51123,-1.26562,2.08789,-0.0165558,-0.0407715,0.96875,1.05078,0.946289,1.98438,0.0572815,-0.557129,-1.13379,0.959473,0.172119,0.0761108,-0.283936,-6.4671e-05,0.129028,-0.821289,-1.09375,2,0.179321,0.0740356,1.0293,-0.385742,-1.00488,0.271484,-0.903809,1.70605,-1.19629,2.37891,-0.444824,-1.07422,-1.7334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,0,-1.83398,0.716797,0.946289,-1.66016,0.267578,0.0825806,-0.13916,-0.567383,-0.0726929,-0.0280762,0.223999,0.0866699,-0.793457,-0.521973,1.13965,1.45605,-1.14062,0.171509,-1.53809,2.25195,-0.831055,0.787598,-1.38672,0.299805,-1.03027,-0.94873,-1.20801,-0.741699,-0.416992,1.24219,-0.403809,-0.763672,0.246826,0.580566,0.26123,-1.22754,-1.11621,0.0436096,1.24707,-0.384033,0.563965,0.40332,-2.03906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.485352,-0.123535,-1.33594,-0.102234,0.126587,-0.97168,0.471924,0.059967,-0.822754,-0.51123,-1.26562,2.08789,-0.0165558,-0.0407715,0.96875,1.05078,0.946289,1.98438,0.0572815,-0.557129,-1.13379,0.959473,0.172119,0.0761108,-0.283936,-6.4671e-05,0.129028,-0.821289,-1.09375,2,0.179321,0.0740356,1.0293,-0.385742,-1.00488,0.271484,-0.903809,1.70605,-1.19629,2.37891,-0.444824,-1.07422,-1.7334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,0,-1.83398,0.716797,0.946289,-1.66016,0.267578,0.0825806,-0.13916,-0.567383,-0.0726929,-0.0280762,0.223999,0.0866699,-0.793457,-0.521973,1.13965,1.45605,-1.14062,0.171509,-1.53809,2.25195,-0.831055,0.787598,-1.38672,0.299805,-1.03027,-0.94873,-1.20801,-0.741699,-0.416992,1.24219,-0.403809,-0.763672,0.246826,0.580566,0.26123,-1.22754,-1.11621,0.0436096,1.24707,-0.384033,0.563965,0.40332,-2.03906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.485352,-0.123535,-1.33594,-0.102234,0.126587,-0.97168,0.471924,0.059967,-0.822754,-0.51123,-1.26562,2.08789,-0.0165558,-0.0407715,0.96875,1.05078,0.946289,1.98438,0.0572815,-0.557129,-1.13379,0.959473,0.172119,0.0761108,-0.283936,-6.4671e-05,0.129028,-0.821289,-1.09375,2,0.179321,0.0740356,1.0293,-0.385742,-1.00488,0.271484,-0.903809,1.70605,-1.19629,2.37891,-0.444824,-1.07422,-1.7334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,0,1.50293,-1.25977,0.311279,-0.294189,-0.095459,0.773438,1.08984,-0.145752,0.588379,-0.622559,-0.809082,-0.0521545,-0.666016,-0.124756,0.217041,-1.03125,0.168945,0.916504,-0.151367,-0.61084,0.725098,0.729492,1.04492,-0.424316,-0.705566,-1.18359,-0.291992,-0.541992,-0.405518,1.38867,0.141846,1.83594,-0.678711,1.08105,-0.478271,-0.0571289,-0.602539,-1.2002,-1.29492,-0.787109,0.81543,0.816406,0.0551758,1.65527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.85156,-1.23535,0.477539,-1.39453,2.12695,-1.20605,-0.900879,-0.325439,0.614746,-1.52637,0.932129,1.51465,-0.442871,0.871094,0.49292,-1.34863,0.26709,-0.707031,0.454834,-2.7168,-0.429199,0.0761719,-1.38379,-1.03516,-0.892578,0.136597,-1.79004,-0.989746,0.800781,-0.803223,-0.00307655,-0.732422,-1.64941,-0.422119,0.693848,1.49316,-1.87012,0.546387,-0.218262,-0.925781,0.133545,0.254883,-0.123291,-1.7334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
