count,context,act0,act1,act2,act3,act4,act5,act6,act7,act8,act9,act10,act11,act12,act13,act14,act15,act16,act17,act18,act19,act20,act21,act22,act23,act24,act25,act26,act27,act28,act29,act30,act31,wei0,wei1,wei2,wei3,wei4,wei5,wei6,wei7,wei8,wei9,wei10,wei11,wei12,wei13,wei14,wei15,wei16,wei17,wei18,wei19,wei20,wei21,wei22,wei23,wei24,wei25,wei26,wei27,wei28,wei29,wei30,wei31
67,0,1.42188,0.580566,-1.10254,-0.0571289,1.2627,1.35059,0.338867,-1.01953,1.12695,1.39941,0.830078,0.270752,0.261719,0.825195,1.2041,-1.91895,-0.451172,0.820801,-0.606445,1.39941,1.60449,0,0,0,0,0,0,0,0,0,0,0,-0.605469,0.00256729,1.02734,2.29688,0.159424,0.0750732,1.46582,0.808594,-0.464355,-1.63086,0.257568,-1.87695,-1.20605,-1.45703,1.03711,0.116455,-0.839844,-0.557129,-0.760254,-0.201538,-1.7334,0,0,0,0,0,0,0,0,0,0,0
68,0,1.42188,0.580566,-1.10254,-0.0571289,1.2627,1.35059,0.338867,-1.01953,1.12695,1.39941,0.830078,0.270752,0.261719,0.825195,1.2041,-1.91895,-0.451172,0.820801,-0.606445,1.39941,1.60449,0,0,0,0,0,0,0,0,0,0,0,-0.605469,0.00256729,1.02734,2.29688,0.159424,0.0750732,1.46582,0.808594,-0.464355,-1.63086,0.257568,-1.87695,-1.20605,-1.45703,1.03711,0.116455,-0.839844,-0.557129,-0.760254,-0.201538,-1.7334,0,0,0,0,0,0,0,0,0,0,0
69,0,0.246826,-0.0332947,-0.478271,0.133789,0.375,0.198486,-1.0498,-0.0980835,0.22522,-1.12402,-0.73877,0.311523,-1.21191,1.33008,-0.514648,2.22266,0.198364,-1.9873,0.896973,-2.64453,1.63086,0.296143,0,0,0,0,0,0,0,0,0,0,-0.127197,-0.640137,0.463623,0.632812,0.17395,-0.123413,-1.29492,-0.317139,1.10547,0.370605,0.190186,0.985352,1.86426,0.726562,0.520996,0.54834,0.476562,-0.380615,1.4248,-0.218018,-0.843262,-1.7334,0,0,0,0,0,0,0,0,0,0
70,0,0.246826,-0.0332947,-0.478271,0.133789,0.375,0.198486,-1.0498,-0.0980835,0.22522,-1.12402,-0.73877,0.311523,-1.21191,1.33008,-0.514648,2.22266,0.198364,-1.9873,0.896973,-2.64453,1.63086,0.296143,0,0,0,0,0,0,0,0,0,0,-0.127197,-0.640137,0.463623,0.632812,0.17395,-0.123413,-1.29492,-0.317139,1.10547,0.370605,0.190186,0.985352,1.86426,0.726562,0.520996,0.54834,0.476562,-0.380615,1.4248,-0.218018,-0.843262,-1.7334,0,0,0,0,0,0,0,0,0,0
71,0,0.246826,-0.0332947,-0.478271,0.133789,0.375,0.198486,-1.0498,-0.0980835,0.22522,-1.12402,-0.73877,0.311523,-1.21191,1.33008,-0.514648,2.22266,0.198364,-1.9873,0.896973,-2.64453,1.63086,0.296143,0,0,0,0,0,0,0,0,0,0,-0.127197,-0.640137,0.463623,0.632812,0.17395,-0.123413,-1.29492,-0.317139,1.10547,0.370605,0.190186,0.985352,1.86426,0.726562,0.520996,0.54834,0.476562,-0.380615,1.4248,-0.218018,-0.843262,-1.7334,0,0,0,0,0,0,0,0,0,0
72,0,0.0181274,1.08105,1.31641,0.928711,-3.33984,-1.66309,1.74023,-0.0736694,1.52539,0.338623,0.288086,-0.104187,-0.227295,0.129761,0.463867,0.118713,0.0479431,-1.10254,-1.43066,0.77832,0.459717,1.06641,-0.705566,0,0,0,0,0,0,0,0,0,-0.250244,1.00391,-0.692383,-0.262207,-0.183105,-1.04688,-0.517578,1.54883,1.21484,-0.478027,-1.75781,0.958496,0.152344,-1.43848,0.0128174,1.27344,-0.816406,-0.641602,0.932617,-0.09198,-0.189087,-2.04688,-1.7334,0,0,0,0,0,0,0,0,0
73,0,0.0181274,1.08105,1.31641,0.928711,-3.33984,-1.66309,1.74023,-0.0736694,1.52539,0.338623,0.288086,-0.104187,-0.227295,0.129761,0.463867,0.118713,0.0479431,-1.10254,-1.43066,0.77832,0.459717,1.06641,-0.705566,0,0,0,0,0,0,0,0,0,-0.250244,1.00391,-0.692383,-0.262207,-0.183105,-1.04688,-0.517578,1.54883,1.21484,-0.478027,-1.75781,0.958496,0.152344,-1.43848,0.0128174,1.27344,-0.816406,-0.641602,0.932617,-0.09198,-0.189087,-2.04688,-1.7334,0,0,0,0,0,0,0,0,0
74,0,0.0181274,1.08105,1.31641,0.928711,-3.33984,-1.66309,1.74023,-0.0736694,1.52539,0.338623,0.288086,-0.104187,-0.227295,0.129761,0.463867,0.118713,0.0479431,-1.10254,-1.43066,0.77832,0.459717,1.06641,-0.705566,0,0,0,0,0,0,0,0,0,-0.250244,1.00391,-0.692383,-0.262207,-0.183105,-1.04688,-0.517578,1.54883,1.21484,-0.478027,-1.75781,0.958496,0.152344,-1.43848,0.0128174,1.27344,-0.816406,-0.641602,0.932617,-0.09198,-0.189087,-2.04688,-1.7334,0,0,0,0,0,0,0,0,0
75,0,-0.678711,-0.476318,-0.275879,-0.028595,-0.803711,0.247314,0.276611,0.828613,0.168091,-0.0675049,1.41406,1.21094,1.13184,0.804199,0.191406,0.415039,-0.481689,-2.0332,-0.501953,-0.478516,-0.398438,-1.01855,-0.691895,1.31348,0,0,0,0,0,0,0,0,1.63672,-1.65137,0.148804,1.01953,-1.03809,1.32227,0.131714,-0.438232,1.17578,-1.00586,0.176392,-0.608398,0.323975,-1.90723,0.0498657,1.13574,-1.14941,-0.185913,-2.05469,-0.823242,-1.17676,-0.299805,-0.428223,-1.7334,0,0,0,0,0,0,0,0
76,0,-0.678711,-0.476318,-0.275879,-0.028595,-0.803711,0.247314,0.276611,0.828613,0.168091,-0.0675049,1.41406,1.21094,1.13184,0.804199,0.191406,0.415039,-0.481689,-2.0332,-0.501953,-0.478516,-0.398438,-1.01855,-0.691895,1.31348,0,0,0,0,0,0,0,0,1.63672,-1.65137,0.148804,1.01953,-1.03809,1.32227,0.131714,-0.438232,1.17578,-1.00586,0.176392,-0.608398,0.323975,-1.90723,0.0498657,1.13574,-1.14941,-0.185913,-2.05469,-0.823242,-1.17676,-0.299805,-0.428223,-1.7334,0,0,0,0,0,0,0,0
77,0,-0.678711,-0.476318,-0.275879,-0.028595,-0.803711,0.247314,0.276611,0.828613,0.168091,-0.0675049,1.41406,1.21094,1.13184,0.804199,0.191406,0.415039,-0.481689,-2.0332,-0.501953,-0.478516,-0.398438,-1.01855,-0.691895,1.31348,0,0,0,0,0,0,0,0,1.63672,-1.65137,0.148804,1.01953,-1.03809,1.32227,0.131714,-0.438232,1.17578,-1.00586,0.176392,-0.608398,0.323975,-1.90723,0.0498657,1.13574,-1.14941,-0.185913,-2.05469,-0.823242,-1.17676,-0.299805,-0.428223,-1.7334,0,0,0,0,0,0,0,0
78,0,-0.942383,1.1084,-1.82031,-0.95752,1.23438,-0.430908,3.15625,-0.121277,1.87793,-0.687988,0.802734,-0.827637,-1.06055,1.6709,-1.05566,-0.770508,1.15723,0.455811,-0.194458,-1.17969,0.539551,-0.379639,-1.46289,0.446777,-0.167236,0,0,0,0,0,0,0,0.0534668,-1.39844,-0.622559,1.74219,-0.454346,1.16992,0.264648,0.304199,-0.183228,-0.97998,-0.739746,-1.17578,-0.468506,-0.175659,-1.37695,-0.889648,1.78223,1.73633,-0.773438,1.14551,-0.0698242,-1.5625,-0.785645,0.710938,-1.7334,0,0,0,0,0,0,0
79,0,-0.942383,1.1084,-1.82031,-0.95752,1.23438,-0.430908,3.15625,-0.121277,1.87793,-0.687988,0.802734,-0.827637,-1.06055,1.6709,-1.05566,-0.770508,1.15723,0.455811,-0.194458,-1.17969,0.539551,-0.379639,-1.46289,0.446777,-0.167236,0,0,0,0,0,0,0,0.0534668,-1.39844,-0.622559,1.74219,-0.454346,1.16992,0.264648,0.304199,-0.183228,-0.97998,-0.739746,-1.17578,-0.468506,-0.175659,-1.37695,-0.889648,1.78223,1.73633,-0.773438,1.14551,-0.0698242,-1.5625,-0.785645,0.710938,-1.7334,0,0,0,0,0,0,0
80,0,-0.942383,1.1084,-1.82031,-0.95752,1.23438,-0.430908,3.15625,-0.121277,1.87793,-0.687988,0.802734,-0.827637,-1.06055,1.6709,-1.05566,-0.770508,1.15723,0.455811,-0.194458,-1.17969,0.539551,-0.379639,-1.46289,0.446777,-0.167236,0,0,0,0,0,0,0,0.0534668,-1.39844,-0.622559,1.74219,-0.454346,1.16992,0.264648,0.304199,-0.183228,-0.97998,-0.739746,-1.17578,-0.468506,-0.175659,-1.37695,-0.889648,1.78223,1.73633,-0.773438,1.14551,-0.0698242,-1.5625,-0.785645,0.710938,-1.7334,0,0,0,0,0,0,0
81,0,0.257812,-0.43335,1.1875,-0.693848,0.290771,-0.11084,1.2168,-0.810059,-0.294922,-0.628906,-0.337402,1.20801,-0.182129,-1.07812,2.0918,-1.19824,1.83691,-0.663086,-0.803711,0.449707,-0.44873,-0.307861,-1.64746,-0.163818,-0.0432434,-0.411865,0,0,0,0,0,0,-1.12695,-0.943848,-0.741211,1.24707,-1.25195,0.167725,0.126831,0.380859,1.87012,-0.610352,1.36035,-0.0426331,-1.34473,0.351074,-1.18555,0.0500488,-2.2207,0.686035,0.602539,-0.126953,0.675781,-1.04395,1.8457,0.984375,-1.5166,-1.7334,0,0,0,0,0,0
82,0,0.257812,-0.43335,1.1875,-0.693848,0.290771,-0.11084,1.2168,-0.810059,-0.294922,-0.628906,-0.337402,1.20801,-0.182129,-1.07812,2.0918,-1.19824,1.83691,-0.663086,-0.803711,0.449707,-0.44873,-0.307861,-1.64746,-0.163818,-0.0432434,-0.411865,0,0,0,0,0,0,-1.12695,-0.943848,-0.741211,1.24707,-1.25195,0.167725,0.126831,0.380859,1.87012,-0.610352,1.36035,-0.0426331,-1.34473,0.351074,-1.18555,0.0500488,-2.2207,0.686035,0.602539,-0.126953,0.675781,-1.04395,1.8457,0.984375,-1.5166,-1.7334,0,0,0,0,0,0
83,0,0.257812,-0.43335,1.1875,-0.693848,0.290771,-0.11084,1.2168,-0.810059,-0.294922,-0.628906,-0.337402,1.20801,-0.182129,-1.07812,2.0918,-1.19824,1.83691,-0.663086,-0.803711,0.449707,-0.44873,-0.307861,-1.64746,-0.163818,-0.0432434,-0.411865,0,0,0,0,0,0,-1.12695,-0.943848,-0.741211,1.24707,-1.25195,0.167725,0.126831,0.380859,1.87012,-0.610352,1.36035,-0.0426331,-1.34473,0.351074,-1.18555,0.0500488,-2.2207,0.686035,0.602539,-0.126953,0.675781,-1.04395,1.8457,0.984375,-1.5166,-1.7334,0,0,0,0,0,0
84,0,-0.0845947,-1.01172,0.989746,-2.00781,-0.336914,2.05273,-1.08008,1.15137,1.10352,-0.164185,0.400879,-1.12695,0.300049,-1.41016,0.889648,-1.375,0.984863,-0.844238,1.03516,2.20312,-0.211792,-0.623047,-1.69824,-2.21875,-2.40234,1.25,0.79541,0,0,0,0,0,1.43262,0.0339355,-1.72754,-0.755859,-1.51465,0.788086,0.558105,-0.181885,-0.233276,-0.580078,-1.04785,-0.986328,-0.276367,0.601562,0.194702,0.0714111,-0.131348,2.14453,-0.614258,0.895996,0.179932,0.0876465,0.593262,0.689941,-0.621582,-2.11719,-1.7334,0,0,0,0,0
85,0,-0.0845947,-1.01172,0.989746,-2.00781,-0.336914,2.05273,-1.08008,1.15137,1.10352,-0.164185,0.400879,-1.12695,0.300049,-1.41016,0.889648,-1.375,0.984863,-0.844238,1.03516,2.20312,-0.211792,-0.623047,-1.69824,-2.21875,-2.40234,1.25,0.79541,0,0,0,0,0,1.43262,0.0339355,-1.72754,-0.755859,-1.51465,0.788086,0.558105,-0.181885,-0.233276,-0.580078,-1.04785,-0.986328,-0.276367,0.601562,0.194702,0.0714111,-0.131348,2.14453,-0.614258,0.895996,0.179932,0.0876465,0.593262,0.689941,-0.621582,-2.11719,-1.7334,0,0,0,0,0
86,0,-0.0845947,-1.01172,0.989746,-2.00781,-0.336914,2.05273,-1.08008,1.15137,1.10352,-0.164185,0.400879,-1.12695,0.300049,-1.41016,0.889648,-1.375,0.984863,-0.844238,1.03516,2.20312,-0.211792,-0.623047,-1.69824,-2.21875,-2.40234,1.25,0.79541,0,0,0,0,0,1.43262,0.0339355,-1.72754,-0.755859,-1.51465,0.788086,0.558105,-0.181885,-0.233276,-0.580078,-1.04785,-0.986328,-0.276367,0.601562,0.194702,0.0714111,-0.131348,2.14453,-0.614258,0.895996,0.179932,0.0876465,0.593262,0.689941,-0.621582,-2.11719,-1.7334,0,0,0,0,0
87,0,-0.0241547,-0.526367,-0.406006,0.944824,-0.62207,-1.30859,0.137329,-1.60547,0.17981,0.789551,-1.51074,0.179077,-1.7793,0.657715,-0.996094,1.9707,0.439209,-0.716797,1.1084,0.929688,-0.442871,0.0220642,0.208862,0.420898,-0.343262,-1.77441,-0.0621033,0.43457,0,0,0,0,1.36328,-1.77344,-2.35156,-1.18652,0.155396,0.165894,-0.664551,0.168457,-1.50293,-0.855469,1.74316,-1.85547,-0.307129,0.337891,-2.1582,1.10352,0.210571,0.598145,-0.503906,-0.112915,-3.33594,-0.581055,0.865723,0.234009,1.01953,3.54297,0.961426,-1.7334,0,0,0,0
88,0,-0.0241547,-0.526367,-0.406006,0.944824,-0.62207,-1.30859,0.137329,-1.60547,0.17981,0.789551,-1.51074,0.179077,-1.7793,0.657715,-0.996094,1.9707,0.439209,-0.716797,1.1084,0.929688,-0.442871,0.0220642,0.208862,0.420898,-0.343262,-1.77441,-0.0621033,0.43457,0,0,0,0,1.36328,-1.77344,-2.35156,-1.18652,0.155396,0.165894,-0.664551,0.168457,-1.50293,-0.855469,1.74316,-1.85547,-0.307129,0.337891,-2.1582,1.10352,0.210571,0.598145,-0.503906,-0.112915,-3.33594,-0.581055,0.865723,0.234009,1.01953,3.54297,0.961426,-1.7334,0,0,0,0
89,0,-0.0241547,-0.526367,-0.406006,0.944824,-0.62207,-1.30859,0.137329,-1.60547,0.17981,0.789551,-1.51074,0.179077,-1.7793,0.657715,-0.996094,1.9707,0.439209,-0.716797,1.1084,0.929688,-0.442871,0.0220642,0.208862,0.420898,-0.343262,-1.77441,-0.0621033,0.43457,0,0,0,0,1.36328,-1.77344,-2.35156,-1.18652,0.155396,0.165894,-0.664551,0.168457,-1.50293,-0.855469,1.74316,-1.85547,-0.307129,0.337891,-2.1582,1.10352,0.210571,0.598145,-0.503906,-0.112915,-3.33594,-0.581055,0.865723,0.234009,1.01953,3.54297,0.961426,-1.7334,0,0,0,0
90,0,-0.213989,-0.434082,-0.959473,1.63379,0.953613,-0.466553,-1.49414,-1.86523,-1.29785,0.384033,1.06934,-0.19104,-1.68066,-0.506836,-0.927246,0.591797,-0.513184,-0.234009,0.0223541,1.16309,1.25391,0.413818,-0.133545,1.2627,-0.408447,-1.34082,0.492432,0.340332,-0.114136,0,0,0,0.941895,-0.639648,-1.68164,-2.30078,-0.700195,-0.83252,-0.852051,-0.953613,-0.180054,-1.18457,-0.26001,0.54541,-0.640625,0.679199,1.64062,-0.46582,-0.745117,-1.21973,1.4043,0.302979,-0.0372009,0.938965,-1.78027,-0.0359192,-1.98926,0.10321,1.55957,1.24512,-1.7334,0,0,0
91,0,-0.213989,-0.434082,-0.959473,1.63379,0.953613,-0.466553,-1.49414,-1.86523,-1.29785,0.384033,1.06934,-0.19104,-1.68066,-0.506836,-0.927246,0.591797,-0.513184,-0.234009,0.0223541,1.16309,1.25391,0.413818,-0.133545,1.2627,-0.408447,-1.34082,0.492432,0.340332,-0.114136,0,0,0,0.941895,-0.639648,-1.68164,-2.30078,-0.700195,-0.83252,-0.852051,-0.953613,-0.180054,-1.18457,-0.26001,0.54541,-0.640625,0.679199,1.64062,-0.46582,-0.745117,-1.21973,1.4043,0.302979,-0.0372009,0.938965,-1.78027,-0.0359192,-1.98926,0.10321,1.55957,1.24512,-1.7334,0,0,0
92,0,-0.213989,-0.434082,-0.959473,1.63379,0.953613,-0.466553,-1.49414,-1.86523,-1.29785,0.384033,1.06934,-0.19104,-1.68066,-0.506836,-0.927246,0.591797,-0.513184,-0.234009,0.0223541,1.16309,1.25391,0.413818,-0.133545,1.2627,-0.408447,-1.34082,0.492432,0.340332,-0.114136,0,0,0,0.941895,-0.639648,-1.68164,-2.30078,-0.700195,-0.83252,-0.852051,-0.953613,-0.180054,-1.18457,-0.26001,0.54541,-0.640625,0.679199,1.64062,-0.46582,-0.745117,-1.21973,1.4043,0.302979,-0.0372009,0.938965,-1.78027,-0.0359192,-1.98926,0.10321,1.55957,1.24512,-1.7334,0,0,0
93,0,1.93359,-0.0681152,0.547363,-1.53906,0.879395,-2.1582,2.01953,-0.00197601,-1.04395,0.151001,-2.02539,-1.7373,-0.960938,-0.481689,-0.441406,0.171143,-0.478271,2.17188,-0.796875,4.19531,0.153442,0.620605,-0.952637,1.54395,1.37598,0.512695,-0.422607,0.564453,0.223511,-0.742188,0,0,-0.400635,0.292725,0.0214691,-1.24121,-0.854004,1.16602,-0.123657,1.97754,-0.132812,-0.848145,0.548828,-2.06641,-1.24121,-0.181152,1.70117,1.50586,-0.312256,1.42578,0.324951,1.43457,1.94922,0.382324,1.35156,-1.64844,0.739746,-0.393555,-1.35547,0.541504,0.206787,-1.7334,0,0
94,0,1.93359,-0.0681152,0.547363,-1.53906,0.879395,-2.1582,2.01953,-0.00197601,-1.04395,0.151001,-2.02539,-1.7373,-0.960938,-0.481689,-0.441406,0.171143,-0.478271,2.17188,-0.796875,4.19531,0.153442,0.620605,-0.952637,1.54395,1.37598,0.512695,-0.422607,0.564453,0.223511,-0.742188,0,0,-0.400635,0.292725,0.0214691,-1.24121,-0.854004,1.16602,-0.123657,1.97754,-0.132812,-0.848145,0.548828,-2.06641,-1.24121,-0.181152,1.70117,1.50586,-0.312256,1.42578,0.324951,1.43457,1.94922,0.382324,1.35156,-1.64844,0.739746,-0.393555,-1.35547,0.541504,0.206787,-1.7334,0,0
95,0,1.93359,-0.0681152,0.547363,-1.53906,0.879395,-2.1582,2.01953,-0.00197601,-1.04395,0.151001,-2.02539,-1.7373,-0.960938,-0.481689,-0.441406,0.171143,-0.478271,2.17188,-0.796875,4.19531,0.153442,0.620605,-0.952637,1.54395,1.37598,0.512695,-0.422607,0.564453,0.223511,-0.742188,0,0,-0.400635,0.292725,0.0214691,-1.24121,-0.854004,1.16602,-0.123657,1.97754,-0.132812,-0.848145,0.548828,-2.06641,-1.24121,-0.181152,1.70117,1.50586,-0.312256,1.42578,0.324951,1.43457,1.94922,0.382324,1.35156,-1.64844,0.739746,-0.393555,-1.35547,0.541504,0.206787,-1.7334,0,0
96,0,0.209595,-0.718262,1.03418,0.533203,1.72461,1.37207,-0.677734,1.02246,2.64844,1.11621,-0.796387,1.31836,1.07129,0.131104,0.698242,-2.82812,0.587891,0.2854,0.70752,-0.0574341,-0.591797,-0.94043,-0.987305,-1.46484,-0.823242,-1.13672,0.218872,-0.624512,0.14978,0.450439,0.93457,0,0.193604,-0.769043,-0.942871,-1.00586,-0.248535,0.446777,1.10547,-0.0951538,0.196655,-1.77441,-1.70703,1.17773,-1.88867,0.157837,0.276611,1.06152,0.498535,1.31738,0.837402,1.16309,-0.94043,0.626953,-0.81543,1.06445,1.66016,-0.648926,-2.33203,0.0861206,-0.708496,-1.20215,-1.7334,0
97,0,0.209595,-0.718262,1.03418,0.533203,1.72461,1.37207,-0.677734,1.02246,2.64844,1.11621,-0.796387,1.31836,1.07129,0.131104,0.698242,-2.82812,0.587891,0.2854,0.70752,-0.0574341,-0.591797,-0.94043,-0.987305,-1.46484,-0.823242,-1.13672,0.218872,-0.624512,0.14978,0.450439,0.93457,0,0.193604,-0.769043,-0.942871,-1.00586,-0.248535,0.446777,1.10547,-0.0951538,0.196655,-1.77441,-1.70703,1.17773,-1.88867,0.157837,0.276611,1.06152,0.498535,1.31738,0.837402,1.16309,-0.94043,0.626953,-0.81543,1.06445,1.66016,-0.648926,-2.33203,0.0861206,-0.708496,-1.20215,-1.7334,0
98,0,0.209595,-0.718262,1.03418,0.533203,1.72461,1.37207,-0.677734,1.02246,2.64844,1.11621,-0.796387,1.31836,1.07129,0.131104,0.698242,-2.82812,0.587891,0.2854,0.70752,-0.0574341,-0.591797,-0.94043,-0.987305,-1.46484,-0.823242,-1.13672,0.218872,-0.624512,0.14978,0.450439,0.93457,0,0.193604,-0.769043,-0.942871,-1.00586,-0.248535,0.446777,1.10547,-0.0951538,0.196655,-1.77441,-1.70703,1.17773,-1.88867,0.157837,0.276611,1.06152,0.498535,1.31738,0.837402,1.16309,-0.94043,0.626953,-0.81543,1.06445,1.66016,-0.648926,-2.33203,0.0861206,-0.708496,-1.20215,-1.7334,0
99,0,-0.852539,1.00098,-0.599121,0.197021,-0.517578,0.169678,0.42627,-1.37012,0.208984,0.259766,1.34473,0.444824,-0.388428,0.585938,0.671387,0.666504,-2.07031,0.724609,1.14355,0.757812,-0.259521,-0.19397,0.0739746,-2.58398,-1.37109,1.21582,-0.432861,0.181274,0.440674,-0.453125,-0.0566101,0.575195,-0.430176,-0.344727,-0.881836,0.84668,-0.123535,0.121399,-0.337891,0.0499878,1.12793,-0.0417175,-0.744629,0.806152,0.993652,1.74609,-0.0888672,1.68555,0.860352,-0.974121,-1.73633,-0.321045,-0.465576,-0.706543,-0.624512,0.451172,-0.0928955,-0.655273,-0.751465,-0.877441,-0.880859,-0.193237,0.603027,-1.7334
100,0,-0.852539,1.00098,-0.599121,0.197021,-0.517578,0.169678,0.42627,-1.37012,0.208984,0.259766,1.34473,0.444824,-0.388428,0.585938,0.671387,0.666504,-2.07031,0.724609,1.14355,0.757812,-0.259521,-0.19397,0.0739746,-2.58398,-1.37109,1.21582,-0.432861,0.181274,0.440674,-0.453125,-0.0566101,0.575195,-0.430176,-0.344727,-0.881836,0.84668,-0.123535,0.121399,-0.337891,0.0499878,1.12793,-0.0417175,-0.744629,0.806152,0.993652,1.74609,-0.0888672,1.68555,0.860352,-0.974121,-1.73633,-0.321045,-0.465576,-0.706543,-0.624512,0.451172,-0.0928955,-0.655273,-0.751465,-0.877441,-0.880859,-0.193237,0.603027,-1.7334
101,0,-0.852539,1.00098,-0.599121,0.197021,-0.517578,0.169678,0.42627,-1.37012,0.208984,0.259766,1.34473,0.444824,-0.388428,0.585938,0.671387,0.666504,-2.07031,0.724609,1.14355,0.757812,-0.259521,-0.19397,0.0739746,-2.58398,-1.37109,1.21582,-0.432861,0.181274,0.440674,-0.453125,-0.0566101,0.575195,-0.430176,-0.344727,-0.881836,0.84668,-0.123535,0.121399,-0.337891,0.0499878,1.12793,-0.0417175,-0.744629,0.806152,0.993652,1.74609,-0.0888672,1.68555,0.860352,-0.974121,-1.73633,-0.321045,-0.465576,-0.706543,-0.624512,0.451172,-0.0928955,-0.655273,-0.751465,-0.877441,-0.880859,-0.193237,0.603027,-1.7334
102,0,-0.846191,0.692383,-0.102051,-1.00781,0.640137,-1.64551,0.452148,-0.366455,-1.55078,0.0698242,1.69824,0.664551,-1.56836,-0.0409851,-0.151489,1.70117,-0.0717773,0.632812,-0.13855,-0.585938,-1.32227,-0.358398,0.684082,-0.308838,0.389404,3.17188,0.676758,0.197998,2.47266,1.67188,0.495117,-0.583496,0.83252,1.88281,0.256836,0.553711,-0.481201,1.75781,0.0661011,-0.0346985,-0.886719,0.0871582,-0.011795,-1.10938,0.447754,-1.26465,-1.28027,-0.189453,-0.151123,1.54395,-0.197266,-0.558594,0.762207,1.99023,-0.245483,-0.915039,1.64551,-0.410645,-1.10938,-0.154053,-0.612305,0.328125,0.119202,0.913086
103,0,-0.846191,0.692383,-0.102051,-1.00781,0.640137,-1.64551,0.452148,-0.366455,-1.55078,0.0698242,1.69824,0.664551,-1.56836,-0.0409851,-0.151489,1.70117,-0.0717773,0.632812,-0.13855,-0.585938,-1.32227,-0.358398,0.684082,-0.308838,0.389404,3.17188,0.676758,0.197998,2.47266,1.67188,0.495117,-0.583496,0.83252,1.88281,0.256836,0.553711,-0.481201,1.75781,0.0661011,-0.0346985,-0.886719,0.0871582,-0.011795,-1.10938,0.447754,-1.26465,-1.28027,-0.189453,-0.151123,1.54395,-0.197266,-0.558594,0.762207,1.99023,-0.245483,-0.915039,1.64551,-0.410645,-1.10938,-0.154053,-0.612305,0.328125,0.119202,0.913086
104,0,-0.846191,0.692383,-0.102051,-1.00781,0.640137,-1.64551,0.452148,-0.366455,-1.55078,0.0698242,1.69824,0.664551,-1.56836,-0.0409851,-0.151489,1.70117,-0.0717773,0.632812,-0.13855,-0.585938,-1.32227,-0.358398,0.684082,-0.308838,0.389404,3.17188,0.676758,0.197998,2.47266,1.67188,0.495117,-0.583496,0.83252,1.88281,0.256836,0.553711,-0.481201,1.75781,0.0661011,-0.0346985,-0.886719,0.0871582,-0.011795,-1.10938,0.447754,-1.26465,-1.28027,-0.189453,-0.151123,1.54395,-0.197266,-0.558594,0.762207,1.99023,-0.245483,-0.915039,1.64551,-0.410645,-1.10938,-0.154053,-0.612305,0.328125,0.119202,0.913086
105,0,-0.999512,-0.121582,-0.876953,-0.462891,0.214478,-0.976074,-0.438965,0.387939,2.57812,-0.829102,-1.7041,-0.118042,-0.766113,0.450439,-0.70166,-0.203979,0.102478,0.298828,-1.09473,-0.478516,-2.39258,-0.427246,0.28418,2.08984,-0.499756,-1.49902,1.50391,-0.11084,-1.3623,-0.972656,3.04297,-0.637695,1.78418,0.871094,0.311035,-0.640625,0.685547,-0.0924072,0.68457,0.485107,-0.926758,0.241211,-0.0681763,0.143433,-0.261963,1.46484,-0.0939331,0.318848,0.827637,-1.31055,1.97559,0.130493,-0.032135,1.01758,-0.876953,-1.38086,0.483154,-0.278809,-0.563965,0.187622,1.06445,0.266846,2.10352,-1.55957
106,0,-0.999512,-0.121582,-0.876953,-0.462891,0.214478,-0.976074,-0.438965,0.387939,2.57812,-0.829102,-1.7041,-0.118042,-0.766113,0.450439,-0.70166,-0.203979,0.102478,0.298828,-1.09473,-0.478516,-2.39258,-0.427246,0.28418,2.08984,-0.499756,-1.49902,1.50391,-0.11084,-1.3623,-0.972656,3.04297,-0.637695,1.78418,0.871094,0.311035,-0.640625,0.685547,-0.0924072,0.68457,0.485107,-0.926758,0.241211,-0.0681763,0.143433,-0.261963,1.46484,-0.0939331,0.318848,0.827637,-1.31055,1.97559,0.130493,-0.032135,1.01758,-0.876953,-1.38086,0.483154,-0.278809,-0.563965,0.187622,1.06445,0.266846,2.10352,-1.55957
107,0,-0.999512,-0.121582,-0.876953,-0.462891,0.214478,-0.976074,-0.438965,0.387939,2.57812,-0.829102,-1.7041,-0.118042,-0.766113,0.450439,-0.70166,-0.203979,0.102478,0.298828,-1.09473,-0.478516,-2.39258,-0.427246,0.28418,2.08984,-0.499756,-1.49902,1.50391,-0.11084,-1.3623,-0.972656,3.04297,-0.637695,1.78418,0.871094,0.311035,-0.640625,0.685547,-0.0924072,0.68457,0.485107,-0.926758,0.241211,-0.0681763,0.143433,-0.261963,1.46484,-0.0939331,0.318848,0.827637,-1.31055,1.97559,0.130493,-0.032135,1.01758,-0.876953,-1.38086,0.483154,-0.278809,-0.563965,0.187622,1.06445,0.266846,2.10352,-1.55957
