count,context,act0,act1,act2,act3,act4,act5,act6,act7,act8,act9,act10,act11,act12,act13,act14,act15,act16,act17,act18,act19,act20,act21,act22,act23,act24,act25,act26,act27,act28,act29,act30,act31,wei0,wei1,wei2,wei3,wei4,wei5,wei6,wei7,wei8,wei9,wei10,wei11,wei12,wei13,wei14,wei15,wei16,wei17,wei18,wei19,wei20,wei21,wei22,wei23,wei24,wei25,wei26,wei27,wei28,wei29,wei30,wei31
81,0,-461,13277,-25885,-22683,17190,18882,-3816,-25800,-2024,-26547,7601,8432,-13308,-4977,9439,-4801,32526,-1548,-28283,13623,-4040,-25829,-2093,31406,17646,25345,0,0,0,0,0,0,-25246,-21499,-6134,-83,-2049,3041,28758,7663,3734,9623,22112,14339,8567,13885,21831,-19334,-12675,-23299,27328,24687,19283,-6435,-12786,-13578,20324,-16657,0,0,0,0,0,0
82,0,-461,13277,-25885,-22683,17190,18882,-3816,-25800,-2024,-26547,7601,8432,-13308,-4977,9439,-4801,32526,-1548,-28283,13623,-4040,-25829,-2093,31406,17646,25345,0,0,0,0,0,0,-25246,-21499,-6134,-83,-2049,3041,28758,7663,3734,9623,22112,14339,8567,13885,21831,-19334,-12675,-23299,27328,24687,19283,-6435,-12786,-13578,20324,-16657,0,0,0,0,0,0
83,0,-461,13277,-25885,-22683,17190,18882,-3816,-25800,-2024,-26547,7601,8432,-13308,-4977,9439,-4801,32526,-1548,-28283,13623,-4040,-25829,-2093,31406,17646,25345,0,0,0,0,0,0,-25246,-21499,-6134,-83,-2049,3041,28758,7663,3734,9623,22112,14339,8567,13885,21831,-19334,-12675,-23299,27328,24687,19283,-6435,-12786,-13578,20324,-16657,0,0,0,0,0,0
84,0,25017,21237,25707,-19224,5056,-24903,11025,-13396,20471,-6527,25885,-25420,-18235,18286,-3152,-23222,25315,-5652,15826,-19772,-18515,-27814,15092,-2835,7907,-18777,30857,0,0,0,0,0,3844,1558,27787,-6284,30032,5100,-23062,-25490,2294,6697,9685,7133,27660,21228,-24448,-16353,-20285,29264,30774,-21097,28217,1749,-5503,-10,3099,5888,-16657,0,0,0,0,0
85,0,25017,21237,25707,-19224,5056,-24903,11025,-13396,20471,-6527,25885,-25420,-18235,18286,-3152,-23222,25315,-5652,15826,-19772,-18515,-27814,15092,-2835,7907,-18777,30857,0,0,0,0,0,3844,1558,27787,-6284,30032,5100,-23062,-25490,2294,6697,9685,7133,27660,21228,-24448,-16353,-20285,29264,30774,-21097,28217,1749,-5503,-10,3099,5888,-16657,0,0,0,0,0
86,0,25017,21237,25707,-19224,5056,-24903,11025,-13396,20471,-6527,25885,-25420,-18235,18286,-3152,-23222,25315,-5652,15826,-19772,-18515,-27814,15092,-2835,7907,-18777,30857,0,0,0,0,0,3844,1558,27787,-6284,30032,5100,-23062,-25490,2294,6697,9685,7133,27660,21228,-24448,-16353,-20285,29264,30774,-21097,28217,1749,-5503,-10,3099,5888,-16657,0,0,0,0,0
87,0,7814,-32172,-1998,23409,5666,-19855,21018,28318,-15366,16605,-30131,6294,3774,-31124,402,-15356,9668,-30758,7785,-10719,-5575,14534,-28977,17396,21461,1651,31675,21580,0,0,0,0,15724,-5518,-27419,-14075,18466,-31606,26552,-25478,-29223,-2454,28723,17515,-19977,19547,-4313,-23028,-20179,14083,-16837,-25811,20865,9901,-12614,14246,23548,22631,-9455,-16657,0,0,0,0
88,0,7814,-32172,-1998,23409,5666,-19855,21018,28318,-15366,16605,-30131,6294,3774,-31124,402,-15356,9668,-30758,7785,-10719,-5575,14534,-28977,17396,21461,1651,31675,21580,0,0,0,0,15724,-5518,-27419,-14075,18466,-31606,26552,-25478,-29223,-2454,28723,17515,-19977,19547,-4313,-23028,-20179,14083,-16837,-25811,20865,9901,-12614,14246,23548,22631,-9455,-16657,0,0,0,0
89,0,7814,-32172,-1998,23409,5666,-19855,21018,28318,-15366,16605,-30131,6294,3774,-31124,402,-15356,9668,-30758,7785,-10719,-5575,14534,-28977,17396,21461,1651,31675,21580,0,0,0,0,15724,-5518,-27419,-14075,18466,-31606,26552,-25478,-29223,-2454,28723,17515,-19977,19547,-4313,-23028,-20179,14083,-16837,-25811,20865,9901,-12614,14246,23548,22631,-9455,-16657,0,0,0,0
90,0,-25,16012,-11956,22236,4151,22907,-31357,24459,3382,-29303,-29582,-31933,-21107,26347,-3983,2,-11480,18220,20304,-2839,-4709,30936,-12084,-7340,-20954,18719,5128,14102,18803,0,0,0,-4919,-10337,-7838,32125,-11502,-5559,25778,-28040,31662,-13344,-18117,-28591,26927,-13105,-19767,-15190,-3606,-20981,17397,11116,-29909,-1516,-32249,14643,-11117,-97,-13129,-1026,-16657,0,0,0
91,0,-25,16012,-11956,22236,4151,22907,-31357,24459,3382,-29303,-29582,-31933,-21107,26347,-3983,2,-11480,18220,20304,-2839,-4709,30936,-12084,-7340,-20954,18719,5128,14102,18803,0,0,0,-4919,-10337,-7838,32125,-11502,-5559,25778,-28040,31662,-13344,-18117,-28591,26927,-13105,-19767,-15190,-3606,-20981,17397,11116,-29909,-1516,-32249,14643,-11117,-97,-13129,-1026,-16657,0,0,0
92,0,-25,16012,-11956,22236,4151,22907,-31357,24459,3382,-29303,-29582,-31933,-21107,26347,-3983,2,-11480,18220,20304,-2839,-4709,30936,-12084,-7340,-20954,18719,5128,14102,18803,0,0,0,-4919,-10337,-7838,32125,-11502,-5559,25778,-28040,31662,-13344,-18117,-28591,26927,-13105,-19767,-15190,-3606,-20981,17397,11116,-29909,-1516,-32249,14643,-11117,-97,-13129,-1026,-16657,0,0,0
93,0,21433,-18759,-29080,-31082,-32183,-6375,-26021,-20168,-4774,21513,-4180,-8562,-13861,-29094,-9929,-28232,-29312,-11617,-25396,3993,20411,28749,11229,6940,17873,-21995,-29390,15275,3686,15098,0,0,-31670,10268,-5998,-17846,20043,-19223,-15338,-11741,-20118,17761,28477,21460,-11041,6796,-7171,21477,-30527,-7622,-25073,-27002,-8209,19694,-5582,-18779,-13219,-14853,-12456,-10529,19840,-16657,0,0
94,0,21433,-18759,-29080,-31082,-32183,-6375,-26021,-20168,-4774,21513,-4180,-8562,-13861,-29094,-9929,-28232,-29312,-11617,-25396,3993,20411,28749,11229,6940,17873,-21995,-29390,15275,3686,15098,0,0,-31670,10268,-5998,-17846,20043,-19223,-15338,-11741,-20118,17761,28477,21460,-11041,6796,-7171,21477,-30527,-7622,-25073,-27002,-8209,19694,-5582,-18779,-13219,-14853,-12456,-10529,19840,-16657,0,0
95,0,21433,-18759,-29080,-31082,-32183,-6375,-26021,-20168,-4774,21513,-4180,-8562,-13861,-29094,-9929,-28232,-29312,-11617,-25396,3993,20411,28749,11229,6940,17873,-21995,-29390,15275,3686,15098,0,0,-31670,10268,-5998,-17846,20043,-19223,-15338,-11741,-20118,17761,28477,21460,-11041,6796,-7171,21477,-30527,-7622,-25073,-27002,-8209,19694,-5582,-18779,-13219,-14853,-12456,-10529,19840,-16657,0,0
96,0,-28890,-29458,545,13977,-14964,18209,-3310,7233,-25895,31186,5567,-653,8909,-2715,-7792,1202,9801,15522,-8601,-11792,-31724,-21839,20951,21321,21074,-32053,-21004,9713,-1558,-4540,31679,0,-30199,-618,-6874,-25581,9996,28397,-7494,5904,3301,-22794,576,20519,4773,6517,1872,18990,3874,22038,-13506,19732,-12969,11938,9176,-9712,-16947,-29652,4881,2802,-1784,25985,-16657,0
97,0,-28890,-29458,545,13977,-14964,18209,-3310,7233,-25895,31186,5567,-653,8909,-2715,-7792,1202,9801,15522,-8601,-11792,-31724,-21839,20951,21321,21074,-32053,-21004,9713,-1558,-4540,31679,0,-30199,-618,-6874,-25581,9996,28397,-7494,5904,3301,-22794,576,20519,4773,6517,1872,18990,3874,22038,-13506,19732,-12969,11938,9176,-9712,-16947,-29652,4881,2802,-1784,25985,-16657,0
98,0,-28890,-29458,545,13977,-14964,18209,-3310,7233,-25895,31186,5567,-653,8909,-2715,-7792,1202,9801,15522,-8601,-11792,-31724,-21839,20951,21321,21074,-32053,-21004,9713,-1558,-4540,31679,0,-30199,-618,-6874,-25581,9996,28397,-7494,5904,3301,-22794,576,20519,4773,6517,1872,18990,3874,22038,-13506,19732,-12969,11938,9176,-9712,-16947,-29652,4881,2802,-1784,25985,-16657,0
99,0,-30430,13239,-7240,5554,-20143,-23353,-10663,-31367,-13761,-19810,-6878,11689,2964,11507,-25895,3137,23364,6636,-9259,9898,6801,-28679,-12800,-2901,9224,14559,-26087,31546,-21989,3786,-28193,586,-5278,-5377,-12139,-14049,-1312,-18723,16837,28333,2060,19232,-11582,-17543,4788,17883,-18253,15598,5566,24617,28281,11283,28259,27421,-20164,-25655,19443,-17926,-18112,23728,15866,-8398,-13764,-16657
100,0,-30430,13239,-7240,5554,-20143,-23353,-10663,-31367,-13761,-19810,-6878,11689,2964,11507,-25895,3137,23364,6636,-9259,9898,6801,-28679,-12800,-2901,9224,14559,-26087,31546,-21989,3786,-28193,586,-5278,-5377,-12139,-14049,-1312,-18723,16837,28333,2060,19232,-11582,-17543,4788,17883,-18253,15598,5566,24617,28281,11283,28259,27421,-20164,-25655,19443,-17926,-18112,23728,15866,-8398,-13764,-16657
101,0,-30430,13239,-7240,5554,-20143,-23353,-10663,-31367,-13761,-19810,-6878,11689,2964,11507,-25895,3137,23364,6636,-9259,9898,6801,-28679,-12800,-2901,9224,14559,-26087,31546,-21989,3786,-28193,586,-5278,-5377,-12139,-14049,-1312,-18723,16837,28333,2060,19232,-11582,-17543,4788,17883,-18253,15598,5566,24617,28281,11283,28259,27421,-20164,-25655,19443,-17926,-18112,23728,15866,-8398,-13764,-16657
102,0,-1813,-1372,644,4284,-1101,-3452,-18840,-7171,-18344,10436,3879,31443,-3904,-9704,18009,-295,-2253,-17167,-26900,-28259,9090,-18970,-31706,-8324,-19836,13147,2570,-4953,-3898,17075,23678,12569,24100,12242,-28870,29087,-13475,-24556,-29601,-16550,31818,482,-26422,-3471,-14222,25732,-18683,-22788,-2997,10749,-25524,20922,-15860,-4168,30716,-1109,31755,-2569,26737,7874,-25594,26825,-1125,-12508
103,0,-1813,-1372,644,4284,-1101,-3452,-18840,-7171,-18344,10436,3879,31443,-3904,-9704,18009,-295,-2253,-17167,-26900,-28259,9090,-18970,-31706,-8324,-19836,13147,2570,-4953,-3898,17075,23678,12569,24100,12242,-28870,29087,-13475,-24556,-29601,-16550,31818,482,-26422,-3471,-14222,25732,-18683,-22788,-2997,10749,-25524,20922,-15860,-4168,30716,-1109,31755,-2569,26737,7874,-25594,26825,-1125,-12508
104,0,-1813,-1372,644,4284,-1101,-3452,-18840,-7171,-18344,10436,3879,31443,-3904,-9704,18009,-295,-2253,-17167,-26900,-28259,9090,-18970,-31706,-8324,-19836,13147,2570,-4953,-3898,17075,23678,12569,24100,12242,-28870,29087,-13475,-24556,-29601,-16550,31818,482,-26422,-3471,-14222,25732,-18683,-22788,-2997,10749,-25524,20922,-15860,-4168,30716,-1109,31755,-2569,26737,7874,-25594,26825,-1125,-12508
105,0,4518,4131,-23474,29825,-20553,15837,11209,30479,2472,-12440,-12891,14080,-15461,11654,-16432,-13688,-16930,28833,-11543,-21671,9298,32507,15659,10761,-30225,-29579,1530,6381,16179,-2894,17952,31402,-7540,32105,-14342,-21775,-2038,-16707,-26578,2605,173,-6119,10745,-13157,1239,-1367,-15312,31812,-29676,-23553,4507,29295,18686,-31295,32762,3627,-29100,-13745,-17126,26745,11069,16002,-13701,25603
106,0,4518,4131,-23474,29825,-20553,15837,11209,30479,2472,-12440,-12891,14080,-15461,11654,-16432,-13688,-16930,28833,-11543,-21671,9298,32507,15659,10761,-30225,-29579,1530,6381,16179,-2894,17952,31402,-7540,32105,-14342,-21775,-2038,-16707,-26578,2605,173,-6119,10745,-13157,1239,-1367,-15312,31812,-29676,-23553,4507,29295,18686,-31295,32762,3627,-29100,-13745,-17126,26745,11069,16002,-13701,25603
107,0,4518,4131,-23474,29825,-20553,15837,11209,30479,2472,-12440,-12891,14080,-15461,11654,-16432,-13688,-16930,28833,-11543,-21671,9298,32507,15659,10761,-30225,-29579,1530,6381,16179,-2894,17952,31402,-7540,32105,-14342,-21775,-2038,-16707,-26578,2605,173,-6119,10745,-13157,1239,-1367,-15312,31812,-29676,-23553,4507,29295,18686,-31295,32762,3627,-29100,-13745,-17126,26745,11069,16002,-13701,25603
108,0,18820,28397,24317,-20769,11957,27382,31272,31254,534,-21245,-9728,30519,-11296,3487,12739,28421,1298,13051,12152,4629,-32600,3044,21365,-4977,19836,-25334,8628,-17077,-9308,9159,-19663,-25209,26749,-11825,-1257,358,-22874,-11393,-20640,-7884,18966,-29140,-15961,2775,-4470,-31392,-14310,19537,13001,3855,-591,-19539,-13787,20239,8025,-12343,4952,14395,8388,-19284,3011,4427,-28881,-14556
109,0,18820,28397,24317,-20769,11957,27382,31272,31254,534,-21245,-9728,30519,-11296,3487,12739,28421,1298,13051,12152,4629,-32600,3044,21365,-4977,19836,-25334,8628,-17077,-9308,9159,-19663,-25209,26749,-11825,-1257,358,-22874,-11393,-20640,-7884,18966,-29140,-15961,2775,-4470,-31392,-14310,19537,13001,3855,-591,-19539,-13787,20239,8025,-12343,4952,14395,8388,-19284,3011,4427,-28881,-14556
110,0,18820,28397,24317,-20769,11957,27382,31272,31254,534,-21245,-9728,30519,-11296,3487,12739,28421,1298,13051,12152,4629,-32600,3044,21365,-4977,19836,-25334,8628,-17077,-9308,9159,-19663,-25209,26749,-11825,-1257,358,-22874,-11393,-20640,-7884,18966,-29140,-15961,2775,-4470,-31392,-14310,19537,13001,3855,-591,-19539,-13787,20239,8025,-12343,4952,14395,8388,-19284,3011,4427,-28881,-14556
111,0,18305,-11025,17921,-5725,31441,3368,-16900,-9470,18048,25724,12981,-9878,4346,26973,-12862,28510,-9267,30035,32724,26704,-17981,25516,-10142,-25370,-10155,22162,1518,4586,8349,12689,-11320,-5036,-220,10865,9269,8109,-19365,-24070,1221,-13297,5823,16323,-5993,-28792,5561,-8070,-28781,14572,4875,-31247,12283,23085,9795,-8332,-30507,3948,-19228,21577,-15648,-18522,17305,-13108,5178,-12575
112,0,18305,-11025,17921,-5725,31441,3368,-16900,-9470,18048,25724,12981,-9878,4346,26973,-12862,28510,-9267,30035,32724,26704,-17981,25516,-10142,-25370,-10155,22162,1518,4586,8349,12689,-11320,-5036,-220,10865,9269,8109,-19365,-24070,1221,-13297,5823,16323,-5993,-28792,5561,-8070,-28781,14572,4875,-31247,12283,23085,9795,-8332,-30507,3948,-19228,21577,-15648,-18522,17305,-13108,5178,-12575
113,0,18305,-11025,17921,-5725,31441,3368,-16900,-9470,18048,25724,12981,-9878,4346,26973,-12862,28510,-9267,30035,32724,26704,-17981,25516,-10142,-25370,-10155,22162,1518,4586,8349,12689,-11320,-5036,-220,10865,9269,8109,-19365,-24070,1221,-13297,5823,16323,-5993,-28792,5561,-8070,-28781,14572,4875,-31247,12283,23085,9795,-8332,-30507,3948,-19228,21577,-15648,-18522,17305,-13108,5178,-12575
114,0,-25756,-18508,-24036,9643,25952,23204,-31651,-22535,-15606,15956,23488,-23234,-10604,5362,-5840,29333,-4204,-20948,23108,-923,2192,-13526,30763,-793,-17952,16090,-15963,-656,4621,-25588,-11764,-2570,-23936,6127,22376,-2478,-8945,17741,-32692,-18843,9045,-2496,-24415,6216,-24071,-7966,22504,-31575,19046,17848,-32240,18936,-10517,16224,16227,-6925,5735,32124,1754,2609,-6133,4921,13011,22795
115,0,-25756,-18508,-24036,9643,25952,23204,-31651,-22535,-15606,15956,23488,-23234,-10604,5362,-5840,29333,-4204,-20948,23108,-923,2192,-13526,30763,-793,-17952,16090,-15963,-656,4621,-25588,-11764,-2570,-23936,6127,22376,-2478,-8945,17741,-32692,-18843,9045,-2496,-24415,6216,-24071,-7966,22504,-31575,19046,17848,-32240,18936,-10517,16224,16227,-6925,5735,32124,1754,2609,-6133,4921,13011,22795
116,0,-25756,-18508,-24036,9643,25952,23204,-31651,-22535,-15606,15956,23488,-23234,-10604,5362,-5840,29333,-4204,-20948,23108,-923,2192,-13526,30763,-793,-17952,16090,-15963,-656,4621,-25588,-11764,-2570,-23936,6127,22376,-2478,-8945,17741,-32692,-18843,9045,-2496,-24415,6216,-24071,-7966,22504,-31575,19046,17848,-32240,18936,-10517,16224,16227,-6925,5735,32124,1754,2609,-6133,4921,13011,22795
117,0,-19980,-8307,18387,-15078,-30134,23705,9270,2866,4115,4231,-9630,5363,4649,292,10680,-23015,13958,-14669,-16699,-11398,3196,-15998,-12283,-23339,-26621,25253,-10402,-31880,15803,-2860,10020,3199,3254,6163,-25618,13360,-11021,31401,-23132,25095,12576,-23805,26477,-6257,2322,17719,-15795,26968,26280,13307,11861,-31145,-1209,-500,25576,-16567,26088,-32327,26660,-15263,6550,-18549,21083,-17617
118,0,-19980,-8307,18387,-15078,-30134,23705,9270,2866,4115,4231,-9630,5363,4649,292,10680,-23015,13958,-14669,-16699,-11398,3196,-15998,-12283,-23339,-26621,25253,-10402,-31880,15803,-2860,10020,3199,3254,6163,-25618,13360,-11021,31401,-23132,25095,12576,-23805,26477,-6257,2322,17719,-15795,26968,26280,13307,11861,-31145,-1209,-500,25576,-16567,26088,-32327,26660,-15263,6550,-18549,21083,-17617
119,0,-19980,-8307,18387,-15078,-30134,23705,9270,2866,4115,4231,-9630,5363,4649,292,10680,-23015,13958,-14669,-16699,-11398,3196,-15998,-12283,-23339,-26621,25253,-10402,-31880,15803,-2860,10020,3199,3254,6163,-25618,13360,-11021,31401,-23132,25095,12576,-23805,26477,-6257,2322,17719,-15795,26968,26280,13307,11861,-31145,-1209,-500,25576,-16567,26088,-32327,26660,-15263,6550,-18549,21083,-17617
120,0,4145,-11878,23408,25261,13644,-4843,3494,-2381,-10461,8124,-3209,5781,-24565,-16189,20388,-10166,-7200,-31461,17923,-26618,-16080,22903,-12255,12309,-3760,19632,24867,30213,-10442,-31274,-7035,-30196,3103,-17479,18456,-28493,4727,17148,-21884,9879,13892,1129,11111,-24631,7947,-25070,-21862,31860,31187,-14579,-18670,-7603,-12173,-31102,-1622,12037,9520,-882,-9315,18281,3145,-1788,-6218,4431
121,0,4145,-11878,23408,25261,13644,-4843,3494,-2381,-10461,8124,-3209,5781,-24565,-16189,20388,-10166,-7200,-31461,17923,-26618,-16080,22903,-12255,12309,-3760,19632,24867,30213,-10442,-31274,-7035,-30196,3103,-17479,18456,-28493,4727,17148,-21884,9879,13892,1129,11111,-24631,7947,-25070,-21862,31860,31187,-14579,-18670,-7603,-12173,-31102,-1622,12037,9520,-882,-9315,18281,3145,-1788,-6218,4431
122,0,4145,-11878,23408,25261,13644,-4843,3494,-2381,-10461,8124,-3209,5781,-24565,-16189,20388,-10166,-7200,-31461,17923,-26618,-16080,22903,-12255,12309,-3760,19632,24867,30213,-10442,-31274,-7035,-30196,3103,-17479,18456,-28493,4727,17148,-21884,9879,13892,1129,11111,-24631,7947,-25070,-21862,31860,31187,-14579,-18670,-7603,-12173,-31102,-1622,12037,9520,-882,-9315,18281,3145,-1788,-6218,4431
123,0,-4065,-11087,-12812,8142,-15136,28567,-12215,-25183,22031,-22749,10256,69,-11632,-7075,-26999,-22205,-6705,6586,-15485,18782,-17101,23318,32486,-11399,21642,5721,7617,26846,10356,18224,-8053,10896,-13576,32703,-28162,-2097,21619,-1885,-28996,-31085,26487,8500,29429,-13682,-12243,7085,3935,29809,27488,17191,26891,-14621,-23385,19333,-2067,-10334,31905,-29927,29306,-8830,967,12804,5379,5996
124,0,-4065,-11087,-12812,8142,-15136,28567,-12215,-25183,22031,-22749,10256,69,-11632,-7075,-26999,-22205,-6705,6586,-15485,18782,-17101,23318,32486,-11399,21642,5721,7617,26846,10356,18224,-8053,10896,-13576,32703,-28162,-2097,21619,-1885,-28996,-31085,26487,8500,29429,-13682,-12243,7085,3935,29809,27488,17191,26891,-14621,-23385,19333,-2067,-10334,31905,-29927,29306,-8830,967,12804,5379,5996
125,0,-4065,-11087,-12812,8142,-15136,28567,-12215,-25183,22031,-22749,10256,69,-11632,-7075,-26999,-22205,-6705,6586,-15485,18782,-17101,23318,32486,-11399,21642,5721,7617,26846,10356,18224,-8053,10896,-13576,32703,-28162,-2097,21619,-1885,-28996,-31085,26487,8500,29429,-13682,-12243,7085,3935,29809,27488,17191,26891,-14621,-23385,19333,-2067,-10334,31905,-29927,29306,-8830,967,12804,5379,5996
126,0,18504,-3939,24694,1431,-12010,-24565,-27796,-7613,-23685,-14071,14167,30705,-13951,19474,-29378,3749,-29824,-3659,2899,-27829,31118,3013,-4480,12823,-5824,5148,-14483,26349,4537,-26567,25446,11872,30921,29280,20522,-15592,-2981,-16686,9523,-16120,-4422,8930,17245,16271,-25239,-19070,-32622,-13473,5635,-30902,-20899,-26235,5052,-5658,-1270,692,26418,-13611,13633,-9339,3645,-22574,30840,2370
127,0,18504,-3939,24694,1431,-12010,-24565,-27796,-7613,-23685,-14071,14167,30705,-13951,19474,-29378,3749,-29824,-3659,2899,-27829,31118,3013,-4480,12823,-5824,5148,-14483,26349,4537,-26567,25446,11872,30921,29280,20522,-15592,-2981,-16686,9523,-16120,-4422,8930,17245,16271,-25239,-19070,-32622,-13473,5635,-30902,-20899,-26235,5052,-5658,-1270,692,26418,-13611,13633,-9339,3645,-22574,30840,2370
128,0,18504,-3939,24694,1431,-12010,-24565,-27796,-7613,-23685,-14071,14167,30705,-13951,19474,-29378,3749,-29824,-3659,2899,-27829,31118,3013,-4480,12823,-5824,5148,-14483,26349,4537,-26567,25446,11872,30921,29280,20522,-15592,-2981,-16686,9523,-16120,-4422,8930,17245,16271,-25239,-19070,-32622,-13473,5635,-30902,-20899,-26235,5052,-5658,-1270,692,26418,-13611,13633,-9339,3645,-22574,30840,2370
129,0,-7191,7354,12490,5171,7682,27692,-11952,21829,1514,26473,20524,14840,-6180,-6945,32643,-20926,-23629,-14044,31227,-23895,-2304,-7474,-28813,-14238,10806,10063,-13187,27183,6777,-30363,2408,-23392,-17019,14749,14450,-26770,-2905,24573,21339,-15103,9881,-9871,-19892,5352,-29494,-1011,-1082,26781,1174,25611,9225,21087,-30360,-4172,26521,-1177,-3389,-29458,-20618,-13993,31514,-16254,10404,32238
130,0,-7191,7354,12490,5171,7682,27692,-11952,21829,1514,26473,20524,14840,-6180,-6945,32643,-20926,-23629,-14044,31227,-23895,-2304,-7474,-28813,-14238,10806,10063,-13187,27183,6777,-30363,2408,-23392,-17019,14749,14450,-26770,-2905,24573,21339,-15103,9881,-9871,-19892,5352,-29494,-1011,-1082,26781,1174,25611,9225,21087,-30360,-4172,26521,-1177,-3389,-29458,-20618,-13993,31514,-16254,10404,32238
131,0,-7191,7354,12490,5171,7682,27692,-11952,21829,1514,26473,20524,14840,-6180,-6945,32643,-20926,-23629,-14044,31227,-23895,-2304,-7474,-28813,-14238,10806,10063,-13187,27183,6777,-30363,2408,-23392,-17019,14749,14450,-26770,-2905,24573,21339,-15103,9881,-9871,-19892,5352,-29494,-1011,-1082,26781,1174,25611,9225,21087,-30360,-4172,26521,-1177,-3389,-29458,-20618,-13993,31514,-16254,10404,32238
132,0,6256,2571,-25884,-25487,-24331,6186,-4796,22972,-9890,15391,-23059,-28882,23854,-7582,27139,11723,11069,-8637,27532,2017,25595,-18212,-9275,-22316,-682,21612,-29313,-12972,-2008,-30609,13858,-22477,-25558,13435,-23391,-17422,5287,19099,28608,6734,25651,23207,13272,29374,-13155,-23612,23277,24228,9041,18243,-26330,-8859,-28177,-16306,-21698,-20866,8735,-22606,-20834,-25325,-24855,-11548,12026,7580
133,0,6256,2571,-25884,-25487,-24331,6186,-4796,22972,-9890,15391,-23059,-28882,23854,-7582,27139,11723,11069,-8637,27532,2017,25595,-18212,-9275,-22316,-682,21612,-29313,-12972,-2008,-30609,13858,-22477,-25558,13435,-23391,-17422,5287,19099,28608,6734,25651,23207,13272,29374,-13155,-23612,23277,24228,9041,18243,-26330,-8859,-28177,-16306,-21698,-20866,8735,-22606,-20834,-25325,-24855,-11548,12026,7580
134,0,6256,2571,-25884,-25487,-24331,6186,-4796,22972,-9890,15391,-23059,-28882,23854,-7582,27139,11723,11069,-8637,27532,2017,25595,-18212,-9275,-22316,-682,21612,-29313,-12972,-2008,-30609,13858,-22477,-25558,13435,-23391,-17422,5287,19099,28608,6734,25651,23207,13272,29374,-13155,-23612,23277,24228,9041,18243,-26330,-8859,-28177,-16306,-21698,-20866,8735,-22606,-20834,-25325,-24855,-11548,12026,7580
135,0,27190,-24314,-19256,-21789,-11666,-23489,254,-14853,24832,317,19526,20000,-16467,24999,-32167,14259,724,1568,-28632,-19055,14361,-31052,3500,10347,29908,20581,1116,-18110,9275,-27864,13385,-9237,15742,30358,16815,-10538,-1960,28537,30676,20071,-29535,-31134,28727,-2230,-12073,16353,-14943,-24646,17963,-23017,-14898,11149,32053,21862,-9699,26841,-28750,-26253,23038,-29729,27895,-23196,25321,-12047
136,0,27190,-24314,-19256,-21789,-11666,-23489,254,-14853,24832,317,19526,20000,-16467,24999,-32167,14259,724,1568,-28632,-19055,14361,-31052,3500,10347,29908,20581,1116,-18110,9275,-27864,13385,-9237,15742,30358,16815,-10538,-1960,28537,30676,20071,-29535,-31134,28727,-2230,-12073,16353,-14943,-24646,17963,-23017,-14898,11149,32053,21862,-9699,26841,-28750,-26253,23038,-29729,27895,-23196,25321,-12047
137,0,27190,-24314,-19256,-21789,-11666,-23489,254,-14853,24832,317,19526,20000,-16467,24999,-32167,14259,724,1568,-28632,-19055,14361,-31052,3500,10347,29908,20581,1116,-18110,9275,-27864,13385,-9237,15742,30358,16815,-10538,-1960,28537,30676,20071,-29535,-31134,28727,-2230,-12073,16353,-14943,-24646,17963,-23017,-14898,11149,32053,21862,-9699,26841,-28750,-26253,23038,-29729,27895,-23196,25321,-12047
138,0,8426,-5446,-26481,28565,19952,-17448,-30251,7303,-15594,-3911,21717,22757,18332,-19984,-7451,12159,20680,-11211,-13627,-1424,16959,-32047,147,-25661,30920,28532,-12097,-32710,26179,4187,-31778,25893,17034,-31244,-21052,5795,18666,-8386,15155,-24571,24284,-15130,4518,-8714,-30341,31865,4598,-2905,15983,20710,26639,11527,18820,-15789,1561,12492,8017,-21347,-4851,-183,25793,-31815,-8569,25609
139,0,8426,-5446,-26481,28565,19952,-17448,-30251,7303,-15594,-3911,21717,22757,18332,-19984,-7451,12159,20680,-11211,-13627,-1424,16959,-32047,147,-25661,30920,28532,-12097,-32710,26179,4187,-31778,25893,17034,-31244,-21052,5795,18666,-8386,15155,-24571,24284,-15130,4518,-8714,-30341,31865,4598,-2905,15983,20710,26639,11527,18820,-15789,1561,12492,8017,-21347,-4851,-183,25793,-31815,-8569,25609
140,0,8426,-5446,-26481,28565,19952,-17448,-30251,7303,-15594,-3911,21717,22757,18332,-19984,-7451,12159,20680,-11211,-13627,-1424,16959,-32047,147,-25661,30920,28532,-12097,-32710,26179,4187,-31778,25893,17034,-31244,-21052,5795,18666,-8386,15155,-24571,24284,-15130,4518,-8714,-30341,31865,4598,-2905,15983,20710,26639,11527,18820,-15789,1561,12492,8017,-21347,-4851,-183,25793,-31815,-8569,25609
141,0,25041,-22505,-6714,-11081,10722,-14589,-28629,-6671,19273,15165,27041,3686,14381,-28870,-20403,3291,-3745,-19828,-24387,1003,6406,8553,-9973,-1981,13209,30813,21963,11067,24729,17411,9176,-19361,32241,-19994,28819,-20162,2,28770,-30788,-22757,-9869,-28265,-19153,-32128,-1156,-26157,-29826,9963,-12476,225,-26083,13494,6953,-13015,31208,25828,-5187,26523,11090,-26360,5657,-3364,-14807,-29363
