write_count,context,addr,shift_cnt,lane0,lane1,lane2,lane3,lane4,lane5,lane6,lane7,lane8,lane9,lane10,lane11,lane12,lane13,lane14,lane15,lane16,lane17,lane18,lane19,lane20,lane21,lane22,lane23,lane24,lane25,lane26,lane27,lane28,lane29,lane30,lane31,lane32,lane33,lane34,lane35,lane36,lane37,lane38,lane39,lane40,lane41,lane42,lane43,lane44,lane45,lane46,lane47,lane48,lane49,lane50,lane51,lane52,lane53,lane54,lane55,lane56,lane57,lane58,lane59,lane60,lane61,lane62,lane63
73,0,36,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153134,-22865,-219814,20436,69739,70651,-67574,89562,-43833,85034,-83647,-58654,-55338,13107,133152,-108360,-3847,-91220,-26002,-41480,149147,78741,-92362,79896,119693,23569,45539,28722,17519,-203797,-3522,55338
74,0,37,37,32417,-31332,-84682,-34916,77449,-30812,141121,-23388,60703,1755,-62937,10200,3697,199675,-84480,137771,115926,37047,98946,91296,-50822,91376,-96701,-58913,39499,110224,120587,-61858,-80759,18672,-103942,41027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,0,37,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58069,-48947,-101498,31708,-46934,-10582,80197,17754,-13907,84048,223999,46957,100707,-9982,-184194,116816,48168,23515,-108840,-88384,37268,-94097,90371,-25689,-68668,-80421,60978,45252,-69839,-31732,-45217,-92745
76,0,38,38,-30311,14397,78228,88126,-140844,-142099,34435,-165765,-35963,-61165,-153086,-69823,-3104,92921,42031,-135719,196162,-44570,119955,86043,-22780,64483,202482,71132,-261892,-199028,8007,10362,97982,675,43424,20692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,0,38,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-48492,33279,-7874,1902,-61963,68977,-105251,64879,41814,88542,30211,-4465,-205637,-33949,131225,-108154,-63703,-5605,-67279,-108643,85948,-21517,46202,-140957,66892,-53958,49138,-76387,49129,59934,134637,31756
78,0,39,39,-24919,-83672,-24339,-34890,-35954,-104892,2259,74912,86432,-131076,-7198,21918,76803,46718,-87584,-22403,24725,575,-91002,182805,60687,-63100,75314,48256,-80303,-76002,-105548,51458,-114093,111964,64154,91076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,0,39,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141204,-48492,-16428,150327,80214,8267,119455,66523,56598,66598,68995,7421,-29744,-79551,77082,15082,-129547,-65487,-55524,-102317,-79398,-42918,74772,171493,-3596,550,5394,-116927,114269,-76067,94960,-64416
80,0,40,40,168937,14649,70904,-81083,84275,-69497,-13803,32565,12252,-65560,49117,101464,-121306,88264,-70437,53538,208774,81220,124655,68221,93177,150703,69293,-95593,-53373,-158003,26541,-2488,56825,13525,-43629,84908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,0,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-142229,99130,-32,-105704,-121629,-33299,71197,-12598,-31405,139994,-2817,-45458,-161709,9375,-205456,-28798,-37315,-94717,3854,-35433,61936,75324,-76106,-240303,-152199,121865,-6721,45357,78318,278573,16672,-156326
82,0,41,41,-64934,-83976,-15085,-20535,140357,-142196,-81438,-25359,-20543,19762,-157307,82159,-15715,-36949,10159,40455,-67913,-23850,-50472,49545,70889,-78886,-21974,-15073,-10241,114875,-64952,88364,19993,-37609,-120578,-15198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,0,41,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78772,30590,35163,-1041,138352,-11458,50313,140500,-23808,197661,15791,-49489,33997,7717,-86132,68036,39495,142654,169238,-68640,-133314,-9205,8338,-2363,-18140,84421,-160095,-29982,-45429,-100611,39735,-24826
84,0,42,42,-180394,21952,27402,-2401,118721,-67300,-58591,39006,66116,-100408,-115393,-148983,-19078,-36320,-34237,-11438,-50897,92162,-10646,-27776,75950,665,3281,31415,57476,112845,-29358,-8971,-165406,36350,32480,-22035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,0,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,782,33541,-43327,129970,-65780,35334,4651,-103353,-20068,91605,50241,-35705,61848,-198328,-36526,112863,37890,-66703,81803,26502,-26079,-141553,24127,-28669,10931,-27440,-128588,74907,-52943,-98745,16185,29541
86,0,43,43,-157980,-38979,79990,-42034,40749,73608,158631,-28205,114184,66413,146873,24917,58548,61821,44220,71543,85689,169732,52126,900,-103011,-110315,-3250,90726,-122665,-160326,37337,-91355,49708,-170038,-126223,101241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,0,43,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5548,-43324,17104,-70600,-119152,-39068,-79976,-82203,-80370,-60779,-64748,-32562,-18037,35431,-49974,-54330,110814,42628,-33113,-52844,-36636,-45117,10810,54752,-97250,-41145,50230,16184,-163537,41204,5397,-37190
88,0,44,44,-100536,119308,-65367,-23149,-8515,-91048,-48017,43890,-638,-154038,129939,80091,-150959,-57342,-25846,135935,-40949,-23363,11440,-5339,91353,-143889,55568,-21268,64681,-50476,-16239,17029,47834,51447,83566,3018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,0,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41203,-128705,10379,-33427,-121079,68339,6599,121443,-122270,-52142,-21749,24490,38605,-92157,106798,115264,-118157,70788,32419,69035,-158501,85197,1210,-68474,63858,59564,94695,-67879,-55516,147441,-145495,-78426
90,0,45,45,16939,137491,-29808,99452,-120627,-73487,-85814,4136,85406,86464,92051,6953,-55767,-31398,43568,18732,39334,16127,-41183,-160602,-79213,171416,-39380,66166,-42020,32874,-31673,16832,-133262,-23279,-143912,53879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,0,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-98024,-143769,123396,80628,-50995,-58557,112010,-13826,-38069,3584,32738,-45196,23183,-22878,46876,73852,40366,-24633,67220,-133488,56550,18484,-18349,55725,-101916,-101153,34796,25591,-96708,41327,85950,-76473
92,0,46,46,-116395,82028,-71447,-118,-83828,123363,84093,-50847,-18578,-22827,89454,166368,113897,14778,20211,-129565,-110195,6416,53184,88996,122869,146525,-10480,-119320,17620,109156,654,-203739,167108,15227,-116798,-42092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,0,46,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73850,-143349,3488,-110957,31327,47341,130671,33518,67360,-5992,-80075,46536,-93495,36633,57427,18168,-194667,-15276,91941,24402,-15415,107145,-111946,-38190,67546,726,-18955,25656,219779,-63435,115948,58753
94,0,47,47,-9491,115299,-50112,-25397,15126,-9550,85759,1955,199809,-82744,-49412,58553,-100368,72549,-33136,53734,-62110,-112056,53901,10259,38930,-115764,-1842,70570,127976,-19713,-10741,25497,74881,25243,-30189,114243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,0,47,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-72274,-16680,54599,-74005,6030,29684,15267,36686,11807,-90800,72749,85303,50984,108887,-182402,-74197,90347,-109693,144840,83674,-33466,-83205,-69073,4886,94213,99713,-33978,74196,165702,-57697,-14107,25155
96,0,48,48,89646,52010,-73713,-32306,-123714,-30126,24567,92903,-5581,172788,72233,30094,-38831,174000,19223,-73687,16313,-85145,46900,-5402,-22949,82947,3325,38407,-31776,-43760,-68472,33869,-30835,-127696,66131,-77328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,0,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179429,40019,21887,-90518,-65129,-95983,-101880,-15503,-52419,137903,18470,114175,-64526,-41276,24795,37751,26390,-52268,-4149,-11552,-45933,39477,71947,14393,-198559,-212783,115094,91975,63359,-97139,-32650,-197737
98,0,49,49,65528,-4229,33076,-79849,-68200,66554,75932,-58889,-105220,-64089,37900,-28291,74751,102762,-77830,-69736,-398,-16899,-107982,-1348,-48002,-140185,43527,-25083,8809,-66867,84225,-34468,66015,-31765,60908,82327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,0,49,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159148,-35175,-90103,-46809,119002,-17945,30238,-32821,30779,85850,-86321,88345,104929,-1960,55199,-129507,183171,-117093,-24292,-148581,-152000,-93764,40889,-90461,101295,22559,-20873,106710,-119922,66863,-17862,3618
100,0,50,50,-12822,39648,-72914,-99313,119113,-14067,110255,111796,-26699,-128865,137270,56298,49470,9502,129413,693,-60270,-74485,33390,-197107,-136737,57486,-122956,31898,103186,125095,-51409,-55201,-41983,14696,-87202,97089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53950,245,13126,107100,75513,47836,18526,-40789,11225,73837,-70456,92481,28855,-10472,-25925,84612,68209,40756,-16118,127463,-71833,-127316,70119,79957,-114820,49401,-36137,-3203,10344,70307,-38390,-172
102,0,51,51,-42011,39457,103735,-18507,7276,-53060,44508,-35731,-151018,33034,-95353,24719,-49722,-106887,37395,-45372,55420,-41780,52158,-17725,73698,-8403,-13953,9971,-18330,117170,-22438,-129075,141569,109485,59056,-87945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,0,51,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-103029,-95033,-38139,-92600,-23469,103307,127277,81261,-74895,106967,-57489,-115333,215409,-112938,94198,46475,-24657,-43766,62446,65618,-3733,208076,85972,-144688,-61168,158601,41418,133476,69466,130995,-151086,1581
104,0,52,52,-165633,-265473,-34140,175510,167726,-19127,104296,-65471,-6512,-218880,-65371,42734,-26076,-45559,-73375,-92059,4182,117781,-67826,16427,50684,130113,-55580,-41954,-28818,26910,-20491,-79525,69381,135557,-54280,-150720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,0,52,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65279,174977,44026,291,132075,118413,-41839,37203,33937,-33131,-65205,69760,-53993,77357,-58329,-13551,-66108,-58573,-11165,-71225,755,-12398,24541,7266,-43894,-179751,-246867,-56940,106418,66988,-97344,-115843
106,0,53,53,-111487,39887,-42570,80911,-118996,41979,96387,-96553,21342,-8237,-68270,31414,65903,26529,9209,-15942,46891,47004,-60833,-74551,84937,-51578,-99719,-7828,-119407,-21493,75675,7280,107573,84182,-82740,-110897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,0,53,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134710,57807,47866,-98762,-246180,-54192,-14828,54903,-32728,-21939,-39028,-20260,16766,45887,51953,118699,-97566,-42328,-99473,-113154,-46480,55425,-12205,-9757,-58258,-67584,-16555,-54251,-25672,-5651,-79935,-17618
108,0,54,54,-32357,-77455,-103917,29798,-98714,15759,65961,-43297,56285,5012,-62975,-205933,251110,64969,-48270,-43407,-1148,109537,123151,31065,86096,-56580,75981,-15971,-111420,29080,147973,-40690,142395,-26661,48601,-141063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,0,54,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-72696,6125,-24488,-87753,-161524,-177936,-42693,-34819,-136864,11806,-91783,-30079,-52394,54449,-34196,-54790,47361,158452,-163588,-166019,76016,180535,195002,-35463,27164,60415,-75748,-116082,-64371,-13979,7506,-42302
110,0,55,55,-38650,100754,103129,152948,2098,92325,-100614,21390,102785,120933,21348,14980,-2728,12995,-82667,-48988,12883,29696,66196,-136425,181352,92838,-82270,-49074,84426,164022,-43829,-94733,-134502,132756,-104544,-87165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,0,55,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-137871,6189,45390,212734,65923,8719,40786,60506,197500,-78520,8248,72654,50188,-162753,20388,-36016,-36497,-24704,167563,25516,91163,-130470,-87214,164532,29877,36636,21955,-99043,58072,139377,-29012,-22701
112,0,56,56,-29720,-2241,79884,-26093,169385,66076,-38732,211013,3196,-67036,69010,-117193,-122833,47194,-95472,-42304,48786,3080,-33456,118168,-44129,-53882,-46317,3681,-1327,35399,-11184,36536,269278,88450,-85346,-113387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,0,56,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-35089,-149820,229243,-40159,-78622,63060,200054,50324,41248,49122,-17150,21251,-42024,-165758,-102585,-85304,95503,-144832,-61240,-67094,-61772,-37162,-172704,-127551,-38992,-32409,93797,185780,14287,-96700,27828,116257
114,0,57,57,84726,-160688,-13931,-48602,27164,96508,48096,102642,44106,-29857,60631,-21954,-106387,-47765,45951,-10344,-77807,-155282,-21728,54841,9920,-21893,-173562,49057,29992,-140495,-31834,-22069,-74916,-34407,-57538,-87448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,0,57,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18070,48011,77124,69275,-33365,128535,-118382,8004,-62855,149822,-612,-78784,17746,16873,-48683,-1205,-5294,6544,-55859,-38524,-32423,92093,-30061,-39626,-64521,37128,-28471,41631,-87291,-29000,-50346,1790
116,0,58,58,139425,-140203,76809,60387,-56974,19011,33544,-58566,-4077,-13081,13611,-13313,-53048,-18413,-32665,-14550,61627,8510,-111489,130938,-62380,27365,-30078,131464,34429,68890,-171371,-52684,184257,63083,-70010,-20088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,0,58,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118771,97595,114084,6595,27937,14155,119891,-84528,-109535,229893,-111212,-81759,-5396,-32704,-71604,-151673,108607,-129003,-93000,-7222,96242,89169,153632,116695,3792,22927,36727,74968,-34177,5526,-26582,-17658
118,0,59,59,-160474,-41807,-60103,-14478,43525,32532,-27851,41387,42517,-10818,-70882,13517,-83406,-22153,-229012,-58564,59757,180745,-10520,192724,9434,-22105,163439,12575,-42417,62803,-107040,-68773,53809,-2083,109863,-63444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,0,59,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29883,102758,-110817,-70308,4906,56506,81347,88004,-14902,105005,-16049,175490,41528,21584,-2328,-141662,50640,-47695,-13392,-208589,-43222,84742,29818,52201,7355,50986,47830,45087,-91388,69729,104687,-125426
120,0,60,60,28663,39138,-130277,-24386,-40922,-2127,-10037,75865,-27759,108706,6968,40247,1840,94296,61512,-9694,45742,-21163,16670,51506,-62117,-225280,-214290,53022,44210,-62631,11072,-26604,-83687,-16019,91642,-32513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,0,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-35173,-43595,-92329,23749,-6690,45766,240,-16831,-102546,-51494,-88185,-104601,70339,2702,-81669,11114,-27698,-19480,-55372,-13445,-1299,151500,173211,-103425,21315,78682,7640,-13072,-28071,38694,-142772,-73917
122,0,61,61,54585,58414,-28512,-2085,-78648,-23705,94225,71395,4181,64528,-5554,-45446,131863,23044,-60478,-197244,-165978,-71966,-122803,-13683,-72303,-79383,112825,-97596,99846,68308,-77899,69709,68336,-68782,-61123,58516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,0,61,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12971,45964,-380,103460,1369,-40460,-53721,190894,-53617,-41205,33375,-73763,-21145,-71972,80234,39374,-21328,-6812,-392,-213803,-68722,-119407,49662,98366,-18865,-129527,52032,-95693,-148926,72485,64653,-60266
124,0,62,62,-6941,113526,44174,92207,-28887,-55261,-57582,25155,-30165,87377,-18134,43714,-240266,-80846,53714,-79636,-125633,-199086,1506,-169848,89175,-80339,-37515,38724,34394,56823,120829,-70486,-501,-59660,77481,-74686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,0,62,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19694,-232274,51438,-55188,-113879,111391,89337,-4071,-26501,174290,58078,112819,-136207,337,-21749,99596,66711,41879,67292,46591,-44521,-36665,31092,-17783,185,53084,-33851,113135,78092,-148807,20433,35955
126,0,63,63,-135268,-109818,78474,-59814,-86991,166261,135931,-4520,-62493,-3584,19492,76834,50753,107658,-10624,102773,218768,-15352,67842,22755,76576,68565,16407,-66674,-40639,-140161,11510,78265,-27372,45641,-90791,25374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,0,63,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-63323,-131478,105835,-120098,-66955,42675,56526,-86346,-97670,135967,27640,-11949,72427,50857,9010,35223,-99290,-85729,57716,16035,-20446,-124248,8234,-97353,-210130,-37936,-110178,-21013,4071,34263,1698,-19938
128,0,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,0,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,0,65,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,0,65,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,0,66,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,0,66,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,0,67,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,0,67,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,0,68,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,0,68,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,0,69,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,0,69,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,0,70,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,0,70,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,0,71,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,0,71,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,0,72,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,0,72,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,0,73,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,0,73,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,0,74,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,0,74,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,0,75,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,0,75,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,0,76,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,0,76,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
