write_count,context,addr,shift_cnt,lane0,lane1,lane2,lane3,lane4,lane5,lane6,lane7,lane8,lane9,lane10,lane11,lane12,lane13,lane14,lane15,lane16,lane17,lane18,lane19,lane20,lane21,lane22,lane23,lane24,lane25,lane26,lane27,lane28,lane29,lane30,lane31
147,1,265,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,1,273,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,1,273,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,1,281,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,1,281,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,1,289,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,1,289,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,1,297,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,1,297,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,1,305,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,1,305,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,1,313,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,1,313,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,2,2,0,-42149,34056,18112,-32198,59982,-85303,-37311,68451,-42149,-42149,-42149,-42149,-42149,-42149,-42149,-42149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-42149,-42149,-42149,-42149,-42149,-42149,-42149,-42149,-42149,-42149,-42149,-42149,-42149,-42149,-42149,-42149
162,2,10,1,135,-14832,-73838,-50451,-8068,-119394,1479,-68645,135,135,135,135,135,135,135,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,2,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135
164,2,18,2,5033,-94533,-85285,5667,104023,-23669,124470,-7810,5033,5033,5033,5033,5033,5033,5033,5033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,2,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5033,5033,5033,5033,5033,5033,5033,5033,5033,5033,5033,5033,5033,5033,5033,5033
166,2,26,3,-59972,42807,90754,3942,-19552,69182,-111117,84988,-59972,-59972,-59972,-59972,-59972,-59972,-59972,-59972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,2,26,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-59972,-59972,-59972,-59972,-59972,-59972,-59972,-59972,-59972,-59972,-59972,-59972,-59972,-59972,-59972,-59972
168,2,34,4,77472,-23353,-15261,-40905,46521,27210,-45978,-17017,77472,77472,77472,77472,77472,77472,77472,77472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,2,34,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77472,77472,77472,77472,77472,77472,77472,77472,77472,77472,77472,77472,77472,77472,77472,77472
170,2,42,5,14206,92437,-2662,-75136,46169,75628,91230,87217,14206,14206,14206,14206,14206,14206,14206,14206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,2,42,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14206,14206,14206,14206,14206,14206,14206,14206,14206,14206,14206,14206,14206,14206,14206,14206
172,2,50,6,43877,12990,-69595,-23421,-10153,-1525,51896,-67717,43877,43877,43877,43877,43877,43877,43877,43877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,2,50,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43877,43877,43877,43877,43877,43877,43877,43877,43877,43877,43877,43877,43877,43877,43877,43877
174,2,58,7,-12210,82392,-113257,-16029,-29801,-112099,65309,-40191,-12210,-12210,-12210,-12210,-12210,-12210,-12210,-12210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,2,58,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12210,-12210,-12210,-12210,-12210,-12210,-12210,-12210,-12210,-12210,-12210,-12210,-12210,-12210,-12210,-12210
176,2,66,8,37996,-68445,16973,86009,5634,17335,19193,6553,37996,37996,37996,37996,37996,37996,37996,37996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,2,66,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37996,37996,37996,37996,37996,37996,37996,37996,37996,37996,37996,37996,37996,37996,37996,37996
178,2,74,9,13636,-6328,165126,-83302,-126367,4944,-13639,-50835,13636,13636,13636,13636,13636,13636,13636,13636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,2,74,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13636,13636,13636,13636,13636,13636,13636,13636,13636,13636,13636,13636,13636,13636,13636,13636
180,2,82,10,21964,-59672,72190,-106746,143550,-74413,-11464,31844,21964,21964,21964,21964,21964,21964,21964,21964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,2,82,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21964,21964,21964,21964,21964,21964,21964,21964,21964,21964,21964,21964,21964,21964,21964,21964
182,2,90,11,6001,14677,-47723,4407,-12138,-56407,-14557,73772,6001,6001,6001,6001,6001,6001,6001,6001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,2,90,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6001,6001,6001,6001,6001,6001,6001,6001,6001,6001,6001,6001,6001,6001,6001,6001
184,2,98,12,-13542,45047,45784,9828,54372,17091,-111588,3611,-13542,-13542,-13542,-13542,-13542,-13542,-13542,-13542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,2,98,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-13542,-13542,-13542,-13542,-13542,-13542,-13542,-13542,-13542,-13542,-13542,-13542,-13542,-13542,-13542,-13542
186,2,106,13,-6338,9817,-59141,13420,61859,98338,55042,-56007,-6338,-6338,-6338,-6338,-6338,-6338,-6338,-6338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,2,106,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6338,-6338,-6338,-6338,-6338,-6338,-6338,-6338,-6338,-6338,-6338,-6338,-6338,-6338,-6338,-6338
188,2,114,14,66985,-132054,10029,50876,57890,-35745,91544,-67461,66985,66985,66985,66985,66985,66985,66985,66985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,2,114,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66985,66985,66985,66985,66985,66985,66985,66985,66985,66985,66985,66985,66985,66985,66985,66985
190,2,122,15,127728,340,-32016,-33666,24378,75700,51596,-123891,127728,127728,127728,127728,127728,127728,127728,127728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,2,122,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127728,127728,127728,127728,127728,127728,127728,127728,127728,127728,127728,127728,127728,127728,127728,127728
192,2,130,16,2300,-4621,126156,-24100,-36053,130185,-5692,139039,2300,2300,2300,2300,2300,2300,2300,2300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,2,130,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300
194,2,138,17,-88748,74376,-27799,-3878,25276,76800,-43260,-42917,-88748,-88748,-88748,-88748,-88748,-88748,-88748,-88748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,2,138,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-88748,-88748,-88748,-88748,-88748,-88748,-88748,-88748,-88748,-88748,-88748,-88748,-88748,-88748,-88748,-88748
196,2,146,18,-59787,-25870,38575,-86579,26102,14038,-103338,-22497,-59787,-59787,-59787,-59787,-59787,-59787,-59787,-59787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,2,146,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-59787,-59787,-59787,-59787,-59787,-59787,-59787,-59787,-59787,-59787,-59787,-59787,-59787,-59787,-59787,-59787
198,2,154,19,19163,-7103,33880,83099,-8698,-11357,-4305,46753,19163,19163,19163,19163,19163,19163,19163,19163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,2,154,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19163,19163,19163,19163,19163,19163,19163,19163,19163,19163,19163,19163,19163,19163,19163,19163
200,2,162,20,71713,10844,20801,-32798,9302,80400,134362,-26846,71713,71713,71713,71713,71713,71713,71713,71713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,2,162,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71713,71713,71713,71713,71713,71713,71713,71713,71713,71713,71713,71713,71713,71713,71713,71713
202,2,170,21,-515,-39303,14785,-71079,10741,-10338,27371,81021,-515,-515,-515,-515,-515,-515,-515,-515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,2,170,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-515,-515,-515,-515,-515,-515,-515,-515,-515,-515,-515,-515,-515,-515,-515,-515
204,2,178,22,-60315,30641,18514,-56055,49728,-111595,17643,96113,-60315,-60315,-60315,-60315,-60315,-60315,-60315,-60315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,2,178,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-60315,-60315,-60315,-60315,-60315,-60315,-60315,-60315,-60315,-60315,-60315,-60315,-60315,-60315,-60315,-60315
206,2,186,23,64504,-18301,-107446,-43665,-69669,-20548,5793,-28881,64504,64504,64504,64504,64504,64504,64504,64504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,2,186,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64504,64504,64504,64504,64504,64504,64504,64504,64504,64504,64504,64504,64504,64504,64504,64504
208,2,194,24,-33017,6023,169256,3974,-7976,6282,161453,-162807,-33017,-33017,-33017,-33017,-33017,-33017,-33017,-33017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,2,194,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-33017,-33017,-33017,-33017,-33017,-33017,-33017,-33017,-33017,-33017,-33017,-33017,-33017,-33017,-33017,-33017
210,2,202,25,14770,-20730,12923,42565,-85237,-24378,41231,88445,14770,14770,14770,14770,14770,14770,14770,14770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,2,202,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14770,14770,14770,14770,14770,14770,14770,14770,14770,14770,14770,14770,14770,14770,14770,14770
212,2,210,26,-52676,48792,-79592,109199,18937,50147,66934,4501,-52676,-52676,-52676,-52676,-52676,-52676,-52676,-52676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,2,210,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-52676,-52676,-52676,-52676,-52676,-52676,-52676,-52676,-52676,-52676,-52676,-52676,-52676,-52676,-52676,-52676
214,2,218,27,63967,-44897,82453,-96684,72355,-23524,-36474,-57475,63967,63967,63967,63967,63967,63967,63967,63967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,2,218,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63967,63967,63967,63967,63967,63967,63967,63967,63967,63967,63967,63967,63967,63967,63967,63967
216,2,226,28,-47104,-9239,14047,104705,-12930,25587,67658,87965,-47104,-47104,-47104,-47104,-47104,-47104,-47104,-47104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,2,226,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-47104,-47104,-47104,-47104,-47104,-47104,-47104,-47104,-47104,-47104,-47104,-47104,-47104,-47104,-47104,-47104
218,2,234,29,6547,-145310,-13365,54137,48248,-22238,47123,-83760,6547,6547,6547,6547,6547,6547,6547,6547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,2,234,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6547,6547,6547,6547,6547,6547,6547,6547,6547,6547,6547,6547,6547,6547,6547,6547
220,2,242,30,56350,-27135,116420,-164776,-136398,31125,-27669,-99819,56350,56350,56350,56350,56350,56350,56350,56350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,2,242,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56350,56350,56350,56350,56350,56350,56350,56350,56350,56350,56350,56350,56350,56350,56350,56350
222,2,250,31,18476,50469,21066,49958,-8332,87484,-44523,70057,18476,18476,18476,18476,18476,18476,18476,18476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,2,250,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18476,18476,18476,18476,18476,18476,18476,18476,18476,18476,18476,18476,18476,18476,18476,18476
224,2,258,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,2,258,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,2,266,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,2,266,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,2,274,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,2,274,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,2,282,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,2,282,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,2,290,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,2,290,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,2,298,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,2,298,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,2,306,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,2,306,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,2,314,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,2,314,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,3,3,0,-10021,-4141,83898,28870,-97989,-72732,158652,-83556,-10021,-10021,-10021,-10021,-10021,-10021,-10021,-10021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10021,-10021,-10021,-10021,-10021,-10021,-10021,-10021,-10021,-10021,-10021,-10021,-10021,-10021,-10021,-10021
242,3,11,1,-68159,-8626,95189,54310,81357,28163,82518,-97380,-68159,-68159,-68159,-68159,-68159,-68159,-68159,-68159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,3,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-68159,-68159,-68159,-68159,-68159,-68159,-68159,-68159,-68159,-68159,-68159,-68159,-68159,-68159,-68159,-68159
244,3,19,2,42063,-24361,-32691,42109,30957,-19188,-29793,3312,42063,42063,42063,42063,42063,42063,42063,42063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,3,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42063,42063,42063,42063,42063,42063,42063,42063,42063,42063,42063,42063,42063,42063,42063,42063
246,3,27,3,62031,63198,-82761,-74474,-42736,25929,95146,14522,62031,62031,62031,62031,62031,62031,62031,62031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,3,27,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62031,62031,62031,62031,62031,62031,62031,62031,62031,62031,62031,62031,62031,62031,62031,62031
248,3,35,4,106727,58475,26612,54063,35642,65014,77031,31668,106727,106727,106727,106727,106727,106727,106727,106727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,3,35,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106727,106727,106727,106727,106727,106727,106727,106727,106727,106727,106727,106727,106727,106727,106727,106727
250,3,43,5,22262,98763,-43269,-45561,25583,-9963,-12995,15728,22262,22262,22262,22262,22262,22262,22262,22262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,3,43,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22262,22262,22262,22262,22262,22262,22262,22262,22262,22262,22262,22262,22262,22262,22262,22262
252,3,51,6,74712,-13864,-25776,-67213,-81502,59409,-26994,-7515,74712,74712,74712,74712,74712,74712,74712,74712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,3,51,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74712,74712,74712,74712,74712,74712,74712,74712,74712,74712,74712,74712,74712,74712,74712,74712
254,3,59,7,89387,-151598,194785,-96220,-22926,-91089,4929,-33464,89387,89387,89387,89387,89387,89387,89387,89387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,3,59,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89387,89387,89387,89387,89387,89387,89387,89387,89387,89387,89387,89387,89387,89387,89387,89387
256,3,67,8,-90337,21206,73330,-109537,-57310,-78962,-200735,135862,-90337,-90337,-90337,-90337,-90337,-90337,-90337,-90337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,3,67,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-90337,-90337,-90337,-90337,-90337,-90337,-90337,-90337,-90337,-90337,-90337,-90337,-90337,-90337,-90337,-90337
258,3,75,9,108437,-80259,-78171,-87783,70788,109304,51864,60284,108437,108437,108437,108437,108437,108437,108437,108437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,3,75,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108437,108437,108437,108437,108437,108437,108437,108437,108437,108437,108437,108437,108437,108437,108437,108437
260,3,83,10,22043,-454,65926,41821,-28961,-5220,50131,-69522,22043,22043,22043,22043,22043,22043,22043,22043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,3,83,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22043,22043,22043,22043,22043,22043,22043,22043,22043,22043,22043,22043,22043,22043,22043,22043
262,3,91,11,-58558,77949,19752,-6041,41811,-14964,34778,-25316,-58558,-58558,-58558,-58558,-58558,-58558,-58558,-58558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,3,91,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-58558,-58558,-58558,-58558,-58558,-58558,-58558,-58558,-58558,-58558,-58558,-58558,-58558,-58558,-58558,-58558
264,3,99,12,33502,-69172,-105307,14418,190861,-91236,-59970,-34621,33502,33502,33502,33502,33502,33502,33502,33502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,3,99,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33502,33502,33502,33502,33502,33502,33502,33502,33502,33502,33502,33502,33502,33502,33502,33502
266,3,107,13,-17068,110695,55146,8618,834,-58116,-28865,-90037,-17068,-17068,-17068,-17068,-17068,-17068,-17068,-17068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,3,107,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-17068,-17068,-17068,-17068,-17068,-17068,-17068,-17068,-17068,-17068,-17068,-17068,-17068,-17068,-17068,-17068
268,3,115,14,-85870,100399,-30701,28574,-152941,160411,-89020,-66830,-85870,-85870,-85870,-85870,-85870,-85870,-85870,-85870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,3,115,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-85870,-85870,-85870,-85870,-85870,-85870,-85870,-85870,-85870,-85870,-85870,-85870,-85870,-85870,-85870,-85870
270,3,123,15,55796,-39687,-52840,112857,95477,-1440,-24145,22272,55796,55796,55796,55796,55796,55796,55796,55796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,3,123,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55796,55796,55796,55796,55796,55796,55796,55796,55796,55796,55796,55796,55796,55796,55796,55796
272,3,131,16,16959,162246,-199799,-18692,-123450,8929,39880,74231,16959,16959,16959,16959,16959,16959,16959,16959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273,3,131,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16959,16959,16959,16959,16959,16959,16959,16959,16959,16959,16959,16959,16959,16959,16959,16959
274,3,139,17,56946,-61835,-66921,-26657,25016,87444,34683,9533,56946,56946,56946,56946,56946,56946,56946,56946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,3,139,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56946,56946,56946,56946,56946,56946,56946,56946,56946,56946,56946,56946,56946,56946,56946,56946
276,3,147,18,7742,64322,-42382,55322,6861,-91858,-9019,45201,7742,7742,7742,7742,7742,7742,7742,7742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,3,147,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7742,7742,7742,7742,7742,7742,7742,7742,7742,7742,7742,7742,7742,7742,7742,7742
278,3,155,19,28296,39765,-59580,9938,19320,-25795,-36150,-112204,28296,28296,28296,28296,28296,28296,28296,28296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,3,155,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28296,28296,28296,28296,28296,28296,28296,28296,28296,28296,28296,28296,28296,28296,28296,28296
280,3,163,20,-35,67215,-198,-111549,94322,24346,-100427,70989,-35,-35,-35,-35,-35,-35,-35,-35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281,3,163,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-35,-35,-35,-35,-35,-35,-35,-35,-35,-35,-35,-35,-35,-35,-35,-35
282,3,171,21,-63197,66762,-65321,-37103,-30461,126799,-56978,-60868,-63197,-63197,-63197,-63197,-63197,-63197,-63197,-63197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283,3,171,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-63197,-63197,-63197,-63197,-63197,-63197,-63197,-63197,-63197,-63197,-63197,-63197,-63197,-63197,-63197,-63197
284,3,179,22,11928,-687,71741,17078,-69367,-74419,-28823,-97072,11928,11928,11928,11928,11928,11928,11928,11928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,3,179,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11928,11928,11928,11928,11928,11928,11928,11928,11928,11928,11928,11928,11928,11928,11928,11928
286,3,187,23,-95824,-21788,128290,-57735,73710,-104615,-29209,15103,-95824,-95824,-95824,-95824,-95824,-95824,-95824,-95824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287,3,187,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-95824,-95824,-95824,-95824,-95824,-95824,-95824,-95824,-95824,-95824,-95824,-95824,-95824,-95824,-95824,-95824
288,3,195,24,96072,-100637,-76217,73233,-11043,24590,33531,8929,96072,96072,96072,96072,96072,96072,96072,96072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289,3,195,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96072,96072,96072,96072,96072,96072,96072,96072,96072,96072,96072,96072,96072,96072,96072,96072
290,3,203,25,133268,9936,-53866,-21916,-48128,32674,10844,-3554,133268,133268,133268,133268,133268,133268,133268,133268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291,3,203,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133268,133268,133268,133268,133268,133268,133268,133268,133268,133268,133268,133268,133268,133268,133268,133268
292,3,211,26,118440,-71374,-24026,-61132,40324,-59089,84019,-97395,118440,118440,118440,118440,118440,118440,118440,118440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293,3,211,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118440,118440,118440,118440,118440,118440,118440,118440,118440,118440,118440,118440,118440,118440,118440,118440
294,3,219,27,62733,79747,-32691,36287,-25859,101553,158315,43413,62733,62733,62733,62733,62733,62733,62733,62733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295,3,219,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62733,62733,62733,62733,62733,62733,62733,62733,62733,62733,62733,62733,62733,62733,62733,62733
296,3,227,28,-32402,93968,-103444,-10623,-92697,71667,-61905,35234,-32402,-32402,-32402,-32402,-32402,-32402,-32402,-32402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297,3,227,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-32402,-32402,-32402,-32402,-32402,-32402,-32402,-32402,-32402,-32402,-32402,-32402,-32402,-32402,-32402,-32402
298,3,235,29,38799,-47121,-20406,-14795,8591,36805,11657,67203,38799,38799,38799,38799,38799,38799,38799,38799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,3,235,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38799,38799,38799,38799,38799,38799,38799,38799,38799,38799,38799,38799,38799,38799,38799,38799
300,3,243,30,167263,-14490,-9366,-202472,24716,128476,60862,8792,167263,167263,167263,167263,167263,167263,167263,167263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
